"cbo_codigo","n_profissionais","ano","competencia","universo","categoria_estudo"
"422110",157,2021,"2021-12","apoio_ou_outra",NA
"422205",49,2021,"2021-12","apoio_ou_outra",NA
"422220",5,2021,"2021-12","apoio_ou_outra",NA
"513115",2,2021,"2021-12","apoio_ou_outra",NA
"513220",1,2021,"2021-12","apoio_ou_outra",NA
"513425",1,2021,"2021-12","apoio_ou_outra",NA
"513430",5,2021,"2021-12","apoio_ou_outra",NA
"514225",5,2021,"2021-12","apoio_ou_outra",NA
"514230",2,2021,"2021-12","apoio_ou_outra",NA
"514310",1,2021,"2021-12","apoio_ou_outra",NA
"514320",150,2021,"2021-12","apoio_ou_outra",NA
"515105",228,2021,"2021-12","principal","Agentes comunitários de saúde e afins"
"515110",21,2021,"2021-12","principal","Agentes comunitários de saúde e afins"
"515120",1,2021,"2021-12","principal","Agentes comunitários de saúde e afins"
"515135",14,2021,"2021-12","principal","Agentes comunitários de saúde e afins"
"515140",441,2021,"2021-12","principal","Agentes comunitários de saúde e afins"
"515210",10,2021,"2021-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515215",31,2021,"2021-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515315",1,2021,"2021-12","apoio_ou_outra",NA
"516210",2,2021,"2021-12","apoio_ou_outra",NA
"516220",1,2021,"2021-12","apoio_ou_outra",NA
"516335",1,2021,"2021-12","apoio_ou_outra",NA
"516345",4,2021,"2021-12","apoio_ou_outra",NA
"517310",9,2021,"2021-12","apoio_ou_outra",NA
"517330",4,2021,"2021-12","apoio_ou_outra",NA
"517410",3,2021,"2021-12","apoio_ou_outra",NA
"517420",42,2021,"2021-12","apoio_ou_outra",NA
"519110",3,2021,"2021-12","apoio_ou_outra",NA
"519305",3,2021,"2021-12","apoio_ou_outra",NA
"521130",44,2021,"2021-12","apoio_ou_outra",NA
"715610",1,2021,"2021-12","apoio_ou_outra",NA
"715615",3,2021,"2021-12","apoio_ou_outra",NA
"716610",1,2021,"2021-12","apoio_ou_outra",NA
"717020",1,2021,"2021-12","apoio_ou_outra",NA
"763215",1,2021,"2021-12","apoio_ou_outra",NA
"766150",3,2021,"2021-12","apoio_ou_outra",NA
"766420",1,2021,"2021-12","apoio_ou_outra",NA
"782305",21,2021,"2021-12","apoio_ou_outra",NA
"782320",136,2021,"2021-12","apoio_ou_outra",NA
"784205",10,2021,"2021-12","apoio_ou_outra",NA
"840105",2,2021,"2021-12","apoio_ou_outra",NA
"862120",1,2021,"2021-12","apoio_ou_outra",NA
"915305",1,2021,"2021-12","apoio_ou_outra",NA
"951105",2,2021,"2021-12","apoio_ou_outra",NA
"992210",3,2021,"2021-12","apoio_ou_outra",NA
"111220",4,2022,"2022-12","apoio_ou_outra",NA
"121010",1,2022,"2022-12","apoio_ou_outra",NA
"123105",13,2022,"2022-12","apoio_ou_outra",NA
"123115",1,2022,"2022-12","apoio_ou_outra",NA
"123605",2,2022,"2022-12","apoio_ou_outra",NA
"123805",1,2022,"2022-12","apoio_ou_outra",NA
"131205",34,2022,"2022-12","apoio_ou_outra",NA
"131210",137,2022,"2022-12","apoio_ou_outra",NA
"131310",10,2022,"2022-12","apoio_ou_outra",NA
"141615",3,2022,"2022-12","apoio_ou_outra",NA
"142105",14,2022,"2022-12","apoio_ou_outra",NA
"142205",2,2022,"2022-12","apoio_ou_outra",NA
"142210",2,2022,"2022-12","apoio_ou_outra",NA
"142415",3,2022,"2022-12","apoio_ou_outra",NA
"142520",1,2022,"2022-12","apoio_ou_outra",NA
"203005",3,2022,"2022-12","apoio_ou_outra",NA
"212310",1,2022,"2022-12","apoio_ou_outra",NA
"212405",7,2022,"2022-12","apoio_ou_outra",NA
"212410",1,2022,"2022-12","apoio_ou_outra",NA
"212415",1,2022,"2022-12","apoio_ou_outra",NA
"212420",1,2022,"2022-12","apoio_ou_outra",NA
"213150",2,2022,"2022-12","apoio_ou_outra",NA
"213155",6,2022,"2022-12","apoio_ou_outra",NA
"214105",1,2022,"2022-12","apoio_ou_outra",NA
"214325",1,2022,"2022-12","apoio_ou_outra",NA
"214915",5,2022,"2022-12","apoio_ou_outra",NA
"221105",69,2022,"2022-12","multiprofissional","Biologia"
"221205",2,2022,"2022-12","multiprofissional","Biomedicina"
"2231F9",33,2022,"2022-12","principal","Medicina"
"2231G1",1,2022,"2022-12","principal","Medicina"
"223204",1,2022,"2022-12","principal","Odontologia e saúde bucal"
"223208",599,2022,"2022-12","principal","Odontologia e saúde bucal"
"223212",67,2022,"2022-12","principal","Odontologia e saúde bucal"
"223220",1,2022,"2022-12","principal","Odontologia e saúde bucal"
"223224",3,2022,"2022-12","principal","Odontologia e saúde bucal"
"223228",1,2022,"2022-12","principal","Odontologia e saúde bucal"
"223236",34,2022,"2022-12","principal","Odontologia e saúde bucal"
"223240",53,2022,"2022-12","principal","Odontologia e saúde bucal"
"223244",1,2022,"2022-12","principal","Odontologia e saúde bucal"
"223248",31,2022,"2022-12","principal","Odontologia e saúde bucal"
"223252",1,2022,"2022-12","principal","Odontologia e saúde bucal"
"223256",40,2022,"2022-12","principal","Odontologia e saúde bucal"
"223260",17,2022,"2022-12","principal","Odontologia e saúde bucal"
"223268",49,2022,"2022-12","principal","Odontologia e saúde bucal"
"223272",1,2022,"2022-12","principal","Odontologia e saúde bucal"
"223288",10,2022,"2022-12","principal","Odontologia e saúde bucal"
"223293",17,2022,"2022-12","principal","Odontologia e saúde bucal"
"223305",17,2022,"2022-12","apoio_ou_outra",NA
"223405",161,2022,"2022-12","principal","Farmácia"
"223415",36,2022,"2022-12","principal","Farmácia"
"223445",2,2022,"2022-12","principal","Farmácia"
"223505",887,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223510",8,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223520",1,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223525",28,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223530",9,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223535",4,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223545",11,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223560",1,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223565",43,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223570",14,2022,"2022-12","principal","Enfermagem – enfermeiros"
"223605",621,2022,"2022-12","principal","Fisioterapia"
"223625",1,2022,"2022-12","principal","Fisioterapia"
"223630",1,2022,"2022-12","principal","Fisioterapia"
"223650",1,2022,"2022-12","principal","Fisioterapia"
"223710",133,2022,"2022-12","principal","Nutrição"
"223810",135,2022,"2022-12","principal","Fonoaudiologia"
"223905",24,2022,"2022-12","apoio_ou_outra",NA
"224105",1,2022,"2022-12","multiprofissional","Educação física"
"224120",3,2022,"2022-12","multiprofissional","Educação física"
"224140",7,2022,"2022-12","multiprofissional","Educação física"
"225103",29,2022,"2022-12","principal","Medicina"
"225105",1,2022,"2022-12","principal","Medicina"
"225109",66,2022,"2022-12","principal","Medicina"
"225110",23,2022,"2022-12","principal","Medicina"
"225112",63,2022,"2022-12","principal","Medicina"
"225115",40,2022,"2022-12","principal","Medicina"
"225118",9,2022,"2022-12","principal","Medicina"
"225120",254,2022,"2022-12","principal","Medicina"
"225121",53,2022,"2022-12","principal","Medicina"
"225124",463,2022,"2022-12","principal","Medicina"
"225125",814,2022,"2022-12","principal","Medicina"
"225127",35,2022,"2022-12","principal","Medicina"
"225130",2,2022,"2022-12","principal","Medicina"
"225133",62,2022,"2022-12","principal","Medicina"
"225135",95,2022,"2022-12","principal","Medicina"
"225136",42,2022,"2022-12","principal","Medicina"
"225139",1,2022,"2022-12","principal","Medicina"
"225140",40,2022,"2022-12","principal","Medicina"
"225142",32,2022,"2022-12","principal","Medicina"
"225148",12,2022,"2022-12","principal","Medicina"
"225150",134,2022,"2022-12","principal","Medicina"
"225151",177,2022,"2022-12","principal","Medicina"
"225155",88,2022,"2022-12","principal","Medicina"
"225160",2,2022,"2022-12","principal","Medicina"
"225165",93,2022,"2022-12","principal","Medicina"
"225170",1,2022,"2022-12","principal","Medicina"
"225175",3,2022,"2022-12","principal","Medicina"
"225180",28,2022,"2022-12","principal","Medicina"
"225185",33,2022,"2022-12","principal","Medicina"
"225195",4,2022,"2022-12","principal","Medicina"
"225203",43,2022,"2022-12","principal","Medicina"
"225210",30,2022,"2022-12","principal","Medicina"
"225215",12,2022,"2022-12","principal","Medicina"
"225220",12,2022,"2022-12","principal","Medicina"
"225225",207,2022,"2022-12","principal","Medicina"
"225230",27,2022,"2022-12","principal","Medicina"
"225235",28,2022,"2022-12","principal","Medicina"
"225240",30,2022,"2022-12","principal","Medicina"
"225250",364,2022,"2022-12","principal","Medicina"
"225255",25,2022,"2022-12","principal","Medicina"
"225260",52,2022,"2022-12","principal","Medicina"
"225265",130,2022,"2022-12","principal","Medicina"
"225270",194,2022,"2022-12","principal","Medicina"
"225275",84,2022,"2022-12","principal","Medicina"
"225280",45,2022,"2022-12","principal","Medicina"
"225285",118,2022,"2022-12","principal","Medicina"
"225290",21,2022,"2022-12","principal","Medicina"
"225295",1,2022,"2022-12","principal","Medicina"
"225305",4,2022,"2022-12","principal","Medicina"
"225310",27,2022,"2022-12","principal","Medicina"
"225315",6,2022,"2022-12","principal","Medicina"
"225320",181,2022,"2022-12","principal","Medicina"
"225325",4,2022,"2022-12","principal","Medicina"
"225330",11,2022,"2022-12","principal","Medicina"
"225335",8,2022,"2022-12","principal","Medicina"
"225340",11,2022,"2022-12","principal","Medicina"
"225345",1,2022,"2022-12","principal","Medicina"
"226305",4,2022,"2022-12","apoio_ou_outra",NA
"226310",1,2022,"2022-12","apoio_ou_outra",NA
"232120",1,2022,"2022-12","apoio_ou_outra",NA
"239405",4,2022,"2022-12","apoio_ou_outra",NA
"239415",8,2022,"2022-12","apoio_ou_outra",NA
"239425",6,2022,"2022-12","apoio_ou_outra",NA
"251505",3,2022,"2022-12","multiprofissional","Psicologia"
"251510",288,2022,"2022-12","multiprofissional","Psicologia"
"251520",3,2022,"2022-12","multiprofissional","Psicologia"
"251530",2,2022,"2022-12","multiprofissional","Psicologia"
"251540",2,2022,"2022-12","multiprofissional","Psicologia"
"251545",3,2022,"2022-12","multiprofissional","Psicologia"
"251605",241,2022,"2022-12","multiprofissional","Serviço social"
"252105",26,2022,"2022-12","apoio_ou_outra",NA
"252205",5,2022,"2022-12","apoio_ou_outra",NA
"252210",4,2022,"2022-12","apoio_ou_outra",NA
"252305",7,2022,"2022-12","apoio_ou_outra",NA
"254310",1,2022,"2022-12","apoio_ou_outra",NA
"261205",1,2022,"2022-12","apoio_ou_outra",NA
"261305",1,2022,"2022-12","apoio_ou_outra",NA
"262405",1,2022,"2022-12","apoio_ou_outra",NA
"301110",4,2022,"2022-12","apoio_ou_outra",NA
"313120",1,2022,"2022-12","apoio_ou_outra",NA
"313220",8,2022,"2022-12","apoio_ou_outra",NA
"313415",1,2022,"2022-12","apoio_ou_outra",NA
"317110",2,2022,"2022-12","apoio_ou_outra",NA
"317205",2,2022,"2022-12","apoio_ou_outra",NA
"317210",2,2022,"2022-12","apoio_ou_outra",NA
"322105",1,2022,"2022-12","apoio_ou_outra",NA
"322110",2,2022,"2022-12","apoio_ou_outra",NA
"322120",1,2022,"2022-12","apoio_ou_outra",NA
"322205",2846,2022,"2022-12","principal","Enfermagem – técnicos e auxiliares"
"322210",7,2022,"2022-12","principal","Enfermagem – técnicos e auxiliares"
"322215",1,2022,"2022-12","principal","Enfermagem – técnicos e auxiliares"
"322225",71,2022,"2022-12","principal","Enfermagem – técnicos e auxiliares"
"322230",941,2022,"2022-12","principal","Enfermagem – técnicos e auxiliares"
"322235",2,2022,"2022-12","principal","Enfermagem – técnicos e auxiliares"
"322245",52,2022,"2022-12","principal","Enfermagem – técnicos e auxiliares"
"322405",11,2022,"2022-12","principal","Odontologia e saúde bucal"
"322415",120,2022,"2022-12","principal","Odontologia e saúde bucal"
"322430",16,2022,"2022-12","principal","Odontologia e saúde bucal"
"322605",6,2022,"2022-12","principal","Instrumentação cirúrgica"
"324115",210,2022,"2022-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324120",15,2022,"2022-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324205",261,2022,"2022-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324220",9,2022,"2022-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"325105",7,2022,"2022-12","principal","Farmácia – técnicos e auxiliares"
"325110",3,2022,"2022-12","principal","Farmácia – técnicos e auxiliares"
"325115",139,2022,"2022-12","principal","Farmácia – técnicos e auxiliares"
"325205",3,2022,"2022-12","apoio_ou_outra",NA
"333110",1,2022,"2022-12","apoio_ou_outra",NA
"351105",2,2022,"2022-12","apoio_ou_outra",NA
"351605",17,2022,"2022-12","apoio_ou_outra",NA
"352210",2,2022,"2022-12","apoio_ou_outra",NA
"354210",2,2022,"2022-12","apoio_ou_outra",NA
"371105",2,2022,"2022-12","apoio_ou_outra",NA
"391115",5,2022,"2022-12","apoio_ou_outra",NA
"391205",2,2022,"2022-12","apoio_ou_outra",NA
"391210",8,2022,"2022-12","apoio_ou_outra",NA
"410105",31,2022,"2022-12","apoio_ou_outra",NA
"410205",1,2022,"2022-12","apoio_ou_outra",NA
"410215",1,2022,"2022-12","apoio_ou_outra",NA
"410220",2,2022,"2022-12","apoio_ou_outra",NA
"410235",3,2022,"2022-12","apoio_ou_outra",NA
"411005",277,2022,"2022-12","apoio_ou_outra",NA
"411010",532,2022,"2022-12","apoio_ou_outra",NA
"411030",2,2022,"2022-12","apoio_ou_outra",NA
"412110",45,2022,"2022-12","apoio_ou_outra",NA
"412205",3,2022,"2022-12","apoio_ou_outra",NA
"413105",2,2022,"2022-12","apoio_ou_outra",NA
"413110",6,2022,"2022-12","apoio_ou_outra",NA
"413115",46,2022,"2022-12","apoio_ou_outra",NA
"414105",3,2022,"2022-12","apoio_ou_outra",NA
"414125",1,2022,"2022-12","apoio_ou_outra",NA
"415105",3,2022,"2022-12","apoio_ou_outra",NA
"420125",1,2022,"2022-12","apoio_ou_outra",NA
"420130",6,2022,"2022-12","apoio_ou_outra",NA
"422105",226,2022,"2022-12","apoio_ou_outra",NA
"422110",152,2022,"2022-12","apoio_ou_outra",NA
"422205",49,2022,"2022-12","apoio_ou_outra",NA
"422220",5,2022,"2022-12","apoio_ou_outra",NA
"510205",1,2022,"2022-12","apoio_ou_outra",NA
"512115",1,2022,"2022-12","apoio_ou_outra",NA
"513115",4,2022,"2022-12","apoio_ou_outra",NA
"513220",1,2022,"2022-12","apoio_ou_outra",NA
"513425",3,2022,"2022-12","apoio_ou_outra",NA
"513430",4,2022,"2022-12","apoio_ou_outra",NA
"514110",3,2022,"2022-12","apoio_ou_outra",NA
"514225",5,2022,"2022-12","apoio_ou_outra",NA
"514230",2,2022,"2022-12","apoio_ou_outra",NA
"514310",1,2022,"2022-12","apoio_ou_outra",NA
"514320",166,2022,"2022-12","apoio_ou_outra",NA
"515105",221,2022,"2022-12","principal","Agentes comunitários de saúde e afins"
"515110",21,2022,"2022-12","principal","Agentes comunitários de saúde e afins"
"515120",1,2022,"2022-12","principal","Agentes comunitários de saúde e afins"
"515135",14,2022,"2022-12","principal","Agentes comunitários de saúde e afins"
"515140",412,2022,"2022-12","principal","Agentes comunitários de saúde e afins"
"515210",9,2022,"2022-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515215",50,2022,"2022-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515315",1,2022,"2022-12","apoio_ou_outra",NA
"516210",5,2022,"2022-12","apoio_ou_outra",NA
"516220",1,2022,"2022-12","apoio_ou_outra",NA
"516320",1,2022,"2022-12","apoio_ou_outra",NA
"516335",1,2022,"2022-12","apoio_ou_outra",NA
"516345",4,2022,"2022-12","apoio_ou_outra",NA
"517310",2,2022,"2022-12","apoio_ou_outra",NA
"517330",7,2022,"2022-12","apoio_ou_outra",NA
"517410",7,2022,"2022-12","apoio_ou_outra",NA
"517420",68,2022,"2022-12","apoio_ou_outra",NA
"519110",4,2022,"2022-12","apoio_ou_outra",NA
"519305",3,2022,"2022-12","apoio_ou_outra",NA
"521130",45,2022,"2022-12","apoio_ou_outra",NA
"715610",1,2022,"2022-12","apoio_ou_outra",NA
"715615",3,2022,"2022-12","apoio_ou_outra",NA
"716610",1,2022,"2022-12","apoio_ou_outra",NA
"717020",1,2022,"2022-12","apoio_ou_outra",NA
"763215",1,2022,"2022-12","apoio_ou_outra",NA
"766150",3,2022,"2022-12","apoio_ou_outra",NA
"766420",1,2022,"2022-12","apoio_ou_outra",NA
"782305",19,2022,"2022-12","apoio_ou_outra",NA
"782320",140,2022,"2022-12","apoio_ou_outra",NA
"784205",11,2022,"2022-12","apoio_ou_outra",NA
"818110",1,2022,"2022-12","apoio_ou_outra",NA
"840105",2,2022,"2022-12","apoio_ou_outra",NA
"862120",1,2022,"2022-12","apoio_ou_outra",NA
"915305",1,2022,"2022-12","apoio_ou_outra",NA
"951105",2,2022,"2022-12","apoio_ou_outra",NA
"992210",3,2022,"2022-12","apoio_ou_outra",NA
"030205",2,2023,"2023-12","apoio_ou_outra",NA
"111220",2,2023,"2023-12","apoio_ou_outra",NA
"111510",1,2023,"2023-12","apoio_ou_outra",NA
"121010",1,2023,"2023-12","apoio_ou_outra",NA
"123105",13,2023,"2023-12","apoio_ou_outra",NA
"123115",1,2023,"2023-12","apoio_ou_outra",NA
"123605",2,2023,"2023-12","apoio_ou_outra",NA
"123805",1,2023,"2023-12","apoio_ou_outra",NA
"131205",35,2023,"2023-12","apoio_ou_outra",NA
"131210",147,2023,"2023-12","apoio_ou_outra",NA
"131310",10,2023,"2023-12","apoio_ou_outra",NA
"141615",3,2023,"2023-12","apoio_ou_outra",NA
"142105",12,2023,"2023-12","apoio_ou_outra",NA
"142205",1,2023,"2023-12","apoio_ou_outra",NA
"142210",4,2023,"2023-12","apoio_ou_outra",NA
"142415",3,2023,"2023-12","apoio_ou_outra",NA
"142505",1,2023,"2023-12","apoio_ou_outra",NA
"142520",1,2023,"2023-12","apoio_ou_outra",NA
"203005",1,2023,"2023-12","apoio_ou_outra",NA
"212310",1,2023,"2023-12","apoio_ou_outra",NA
"212405",7,2023,"2023-12","apoio_ou_outra",NA
"212410",1,2023,"2023-12","apoio_ou_outra",NA
"212415",1,2023,"2023-12","apoio_ou_outra",NA
"212420",1,2023,"2023-12","apoio_ou_outra",NA
"213150",2,2023,"2023-12","apoio_ou_outra",NA
"213155",6,2023,"2023-12","apoio_ou_outra",NA
"214105",1,2023,"2023-12","apoio_ou_outra",NA
"214325",1,2023,"2023-12","apoio_ou_outra",NA
"214915",5,2023,"2023-12","apoio_ou_outra",NA
"221105",71,2023,"2023-12","multiprofissional","Biologia"
"221205",1,2023,"2023-12","multiprofissional","Biomedicina"
"2231F9",69,2023,"2023-12","principal","Medicina"
"2231G1",1,2023,"2023-12","principal","Medicina"
"223204",1,2023,"2023-12","principal","Odontologia e saúde bucal"
"223208",591,2023,"2023-12","principal","Odontologia e saúde bucal"
"223212",65,2023,"2023-12","principal","Odontologia e saúde bucal"
"223220",1,2023,"2023-12","principal","Odontologia e saúde bucal"
"223224",3,2023,"2023-12","principal","Odontologia e saúde bucal"
"223228",1,2023,"2023-12","principal","Odontologia e saúde bucal"
"223236",36,2023,"2023-12","principal","Odontologia e saúde bucal"
"223240",55,2023,"2023-12","principal","Odontologia e saúde bucal"
"223244",1,2023,"2023-12","principal","Odontologia e saúde bucal"
"223248",29,2023,"2023-12","principal","Odontologia e saúde bucal"
"223252",1,2023,"2023-12","principal","Odontologia e saúde bucal"
"223256",41,2023,"2023-12","principal","Odontologia e saúde bucal"
"223260",17,2023,"2023-12","principal","Odontologia e saúde bucal"
"223268",48,2023,"2023-12","principal","Odontologia e saúde bucal"
"223272",1,2023,"2023-12","principal","Odontologia e saúde bucal"
"223280",4,2023,"2023-12","principal","Odontologia e saúde bucal"
"223288",11,2023,"2023-12","principal","Odontologia e saúde bucal"
"223293",17,2023,"2023-12","principal","Odontologia e saúde bucal"
"223305",23,2023,"2023-12","apoio_ou_outra",NA
"223405",174,2023,"2023-12","principal","Farmácia"
"223415",32,2023,"2023-12","principal","Farmácia"
"223445",10,2023,"2023-12","principal","Farmácia"
"223505",1107,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223510",6,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223520",1,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223525",29,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223530",10,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223535",4,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223545",10,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223565",50,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223570",12,2023,"2023-12","principal","Enfermagem – enfermeiros"
"223605",668,2023,"2023-12","principal","Fisioterapia"
"223625",1,2023,"2023-12","principal","Fisioterapia"
"223630",1,2023,"2023-12","principal","Fisioterapia"
"223650",1,2023,"2023-12","principal","Fisioterapia"
"223710",155,2023,"2023-12","principal","Nutrição"
"223810",145,2023,"2023-12","principal","Fonoaudiologia"
"223815",1,2023,"2023-12","principal","Fonoaudiologia"
"223905",27,2023,"2023-12","apoio_ou_outra",NA
"223910",1,2023,"2023-12","apoio_ou_outra",NA
"223915",2,2023,"2023-12","apoio_ou_outra",NA
"224105",1,2023,"2023-12","multiprofissional","Educação física"
"224120",2,2023,"2023-12","multiprofissional","Educação física"
"224140",8,2023,"2023-12","multiprofissional","Educação física"
"225103",29,2023,"2023-12","principal","Medicina"
"225105",1,2023,"2023-12","principal","Medicina"
"225109",68,2023,"2023-12","principal","Medicina"
"225110",26,2023,"2023-12","principal","Medicina"
"225112",69,2023,"2023-12","principal","Medicina"
"225115",37,2023,"2023-12","principal","Medicina"
"225118",10,2023,"2023-12","principal","Medicina"
"225120",257,2023,"2023-12","principal","Medicina"
"225121",50,2023,"2023-12","principal","Medicina"
"225124",467,2023,"2023-12","principal","Medicina"
"225125",768,2023,"2023-12","principal","Medicina"
"225127",37,2023,"2023-12","principal","Medicina"
"225130",3,2023,"2023-12","principal","Medicina"
"225133",68,2023,"2023-12","principal","Medicina"
"225135",83,2023,"2023-12","principal","Medicina"
"225136",40,2023,"2023-12","principal","Medicina"
"225139",1,2023,"2023-12","principal","Medicina"
"225140",38,2023,"2023-12","principal","Medicina"
"225142",75,2023,"2023-12","principal","Medicina"
"225148",13,2023,"2023-12","principal","Medicina"
"225150",130,2023,"2023-12","principal","Medicina"
"225151",174,2023,"2023-12","principal","Medicina"
"225155",91,2023,"2023-12","principal","Medicina"
"225160",2,2023,"2023-12","principal","Medicina"
"225165",93,2023,"2023-12","principal","Medicina"
"225170",1,2023,"2023-12","principal","Medicina"
"225175",3,2023,"2023-12","principal","Medicina"
"225180",28,2023,"2023-12","principal","Medicina"
"225185",32,2023,"2023-12","principal","Medicina"
"225195",4,2023,"2023-12","principal","Medicina"
"225203",44,2023,"2023-12","principal","Medicina"
"225210",31,2023,"2023-12","principal","Medicina"
"225215",10,2023,"2023-12","principal","Medicina"
"225220",13,2023,"2023-12","principal","Medicina"
"225225",206,2023,"2023-12","principal","Medicina"
"225230",26,2023,"2023-12","principal","Medicina"
"225235",28,2023,"2023-12","principal","Medicina"
"225240",28,2023,"2023-12","principal","Medicina"
"225250",370,2023,"2023-12","principal","Medicina"
"225255",23,2023,"2023-12","principal","Medicina"
"225260",53,2023,"2023-12","principal","Medicina"
"225265",133,2023,"2023-12","principal","Medicina"
"225270",192,2023,"2023-12","principal","Medicina"
"225275",82,2023,"2023-12","principal","Medicina"
"225280",43,2023,"2023-12","principal","Medicina"
"225285",120,2023,"2023-12","principal","Medicina"
"225290",22,2023,"2023-12","principal","Medicina"
"225295",1,2023,"2023-12","principal","Medicina"
"225305",4,2023,"2023-12","principal","Medicina"
"225310",26,2023,"2023-12","principal","Medicina"
"225315",6,2023,"2023-12","principal","Medicina"
"225320",191,2023,"2023-12","principal","Medicina"
"225325",4,2023,"2023-12","principal","Medicina"
"225330",12,2023,"2023-12","principal","Medicina"
"225335",8,2023,"2023-12","principal","Medicina"
"225340",11,2023,"2023-12","principal","Medicina"
"225345",2,2023,"2023-12","principal","Medicina"
"225355",1,2023,"2023-12","principal","Medicina"
"226305",4,2023,"2023-12","apoio_ou_outra",NA
"226310",2,2023,"2023-12","apoio_ou_outra",NA
"232120",1,2023,"2023-12","apoio_ou_outra",NA
"239405",4,2023,"2023-12","apoio_ou_outra",NA
"239410",1,2023,"2023-12","apoio_ou_outra",NA
"239415",8,2023,"2023-12","apoio_ou_outra",NA
"239425",5,2023,"2023-12","apoio_ou_outra",NA
"239440",2,2023,"2023-12","apoio_ou_outra",NA
"251505",3,2023,"2023-12","multiprofissional","Psicologia"
"251510",322,2023,"2023-12","multiprofissional","Psicologia"
"251520",3,2023,"2023-12","multiprofissional","Psicologia"
"251530",2,2023,"2023-12","multiprofissional","Psicologia"
"251540",4,2023,"2023-12","multiprofissional","Psicologia"
"251545",5,2023,"2023-12","multiprofissional","Psicologia"
"251605",243,2023,"2023-12","multiprofissional","Serviço social"
"252105",29,2023,"2023-12","apoio_ou_outra",NA
"252205",5,2023,"2023-12","apoio_ou_outra",NA
"252210",4,2023,"2023-12","apoio_ou_outra",NA
"252305",9,2023,"2023-12","apoio_ou_outra",NA
"254310",1,2023,"2023-12","apoio_ou_outra",NA
"261205",1,2023,"2023-12","apoio_ou_outra",NA
"261305",1,2023,"2023-12","apoio_ou_outra",NA
"262405",2,2023,"2023-12","apoio_ou_outra",NA
"301110",4,2023,"2023-12","apoio_ou_outra",NA
"312105",1,2023,"2023-12","apoio_ou_outra",NA
"313120",1,2023,"2023-12","apoio_ou_outra",NA
"313220",7,2023,"2023-12","apoio_ou_outra",NA
"313415",1,2023,"2023-12","apoio_ou_outra",NA
"317110",2,2023,"2023-12","apoio_ou_outra",NA
"317205",2,2023,"2023-12","apoio_ou_outra",NA
"317210",1,2023,"2023-12","apoio_ou_outra",NA
"322105",1,2023,"2023-12","apoio_ou_outra",NA
"322110",2,2023,"2023-12","apoio_ou_outra",NA
"322120",2,2023,"2023-12","apoio_ou_outra",NA
"322205",3334,2023,"2023-12","principal","Enfermagem – técnicos e auxiliares"
"322210",5,2023,"2023-12","principal","Enfermagem – técnicos e auxiliares"
"322215",1,2023,"2023-12","principal","Enfermagem – técnicos e auxiliares"
"322225",73,2023,"2023-12","principal","Enfermagem – técnicos e auxiliares"
"322230",845,2023,"2023-12","principal","Enfermagem – técnicos e auxiliares"
"322235",2,2023,"2023-12","principal","Enfermagem – técnicos e auxiliares"
"322245",51,2023,"2023-12","principal","Enfermagem – técnicos e auxiliares"
"322405",11,2023,"2023-12","principal","Odontologia e saúde bucal"
"322415",120,2023,"2023-12","principal","Odontologia e saúde bucal"
"322430",15,2023,"2023-12","principal","Odontologia e saúde bucal"
"322605",8,2023,"2023-12","principal","Instrumentação cirúrgica"
"324115",214,2023,"2023-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324120",15,2023,"2023-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324205",253,2023,"2023-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324220",8,2023,"2023-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"325105",6,2023,"2023-12","principal","Farmácia – técnicos e auxiliares"
"325110",2,2023,"2023-12","principal","Farmácia – técnicos e auxiliares"
"325115",146,2023,"2023-12","principal","Farmácia – técnicos e auxiliares"
"325205",3,2023,"2023-12","apoio_ou_outra",NA
"333110",1,2023,"2023-12","apoio_ou_outra",NA
"351105",2,2023,"2023-12","apoio_ou_outra",NA
