"cbo_codigo","n_profissionais","ano","competencia","universo","categoria_estudo"
"351505",1,2023,"2023-12","apoio_ou_outra",NA
"351605",17,2023,"2023-12","apoio_ou_outra",NA
"352210",2,2023,"2023-12","apoio_ou_outra",NA
"354210",2,2023,"2023-12","apoio_ou_outra",NA
"371105",2,2023,"2023-12","apoio_ou_outra",NA
"391115",2,2023,"2023-12","apoio_ou_outra",NA
"391205",3,2023,"2023-12","apoio_ou_outra",NA
"391210",5,2023,"2023-12","apoio_ou_outra",NA
"410105",33,2023,"2023-12","apoio_ou_outra",NA
"410205",2,2023,"2023-12","apoio_ou_outra",NA
"410215",1,2023,"2023-12","apoio_ou_outra",NA
"410220",2,2023,"2023-12","apoio_ou_outra",NA
"410235",2,2023,"2023-12","apoio_ou_outra",NA
"411005",271,2023,"2023-12","apoio_ou_outra",NA
"411010",622,2023,"2023-12","apoio_ou_outra",NA
"411030",2,2023,"2023-12","apoio_ou_outra",NA
"412110",42,2023,"2023-12","apoio_ou_outra",NA
"412205",3,2023,"2023-12","apoio_ou_outra",NA
"413105",1,2023,"2023-12","apoio_ou_outra",NA
"413110",6,2023,"2023-12","apoio_ou_outra",NA
"413115",50,2023,"2023-12","apoio_ou_outra",NA
"414105",10,2023,"2023-12","apoio_ou_outra",NA
"414125",2,2023,"2023-12","apoio_ou_outra",NA
"415105",3,2023,"2023-12","apoio_ou_outra",NA
"420130",4,2023,"2023-12","apoio_ou_outra",NA
"422105",218,2023,"2023-12","apoio_ou_outra",NA
"422110",141,2023,"2023-12","apoio_ou_outra",NA
"422205",22,2023,"2023-12","apoio_ou_outra",NA
"422220",2,2023,"2023-12","apoio_ou_outra",NA
"510105",1,2023,"2023-12","apoio_ou_outra",NA
"512115",3,2023,"2023-12","apoio_ou_outra",NA
"513115",4,2023,"2023-12","apoio_ou_outra",NA
"513205",2,2023,"2023-12","apoio_ou_outra",NA
"513220",9,2023,"2023-12","apoio_ou_outra",NA
"513315",6,2023,"2023-12","apoio_ou_outra",NA
"513425",3,2023,"2023-12","apoio_ou_outra",NA
"513430",20,2023,"2023-12","apoio_ou_outra",NA
"514110",3,2023,"2023-12","apoio_ou_outra",NA
"514225",5,2023,"2023-12","apoio_ou_outra",NA
"514230",4,2023,"2023-12","apoio_ou_outra",NA
"514310",1,2023,"2023-12","apoio_ou_outra",NA
"514320",275,2023,"2023-12","apoio_ou_outra",NA
"515105",219,2023,"2023-12","principal","Agentes comunitários de saúde e afins"
"515110",25,2023,"2023-12","principal","Agentes comunitários de saúde e afins"
"515120",1,2023,"2023-12","principal","Agentes comunitários de saúde e afins"
"515140",407,2023,"2023-12","principal","Agentes comunitários de saúde e afins"
"515210",4,2023,"2023-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515215",51,2023,"2023-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515305",8,2023,"2023-12","apoio_ou_outra",NA
"515315",1,2023,"2023-12","apoio_ou_outra",NA
"516210",8,2023,"2023-12","apoio_ou_outra",NA
"516220",19,2023,"2023-12","apoio_ou_outra",NA
"516320",1,2023,"2023-12","apoio_ou_outra",NA
"516335",1,2023,"2023-12","apoio_ou_outra",NA
"516345",7,2023,"2023-12","apoio_ou_outra",NA
"517330",9,2023,"2023-12","apoio_ou_outra",NA
"517410",18,2023,"2023-12","apoio_ou_outra",NA
"517420",107,2023,"2023-12","apoio_ou_outra",NA
"519110",4,2023,"2023-12","apoio_ou_outra",NA
"519305",4,2023,"2023-12","apoio_ou_outra",NA
"521130",39,2023,"2023-12","apoio_ou_outra",NA
"710205",1,2023,"2023-12","apoio_ou_outra",NA
"715210",2,2023,"2023-12","apoio_ou_outra",NA
"715505",1,2023,"2023-12","apoio_ou_outra",NA
"715615",3,2023,"2023-12","apoio_ou_outra",NA
"716610",1,2023,"2023-12","apoio_ou_outra",NA
"717020",3,2023,"2023-12","apoio_ou_outra",NA
"763010",2,2023,"2023-12","apoio_ou_outra",NA
"763215",1,2023,"2023-12","apoio_ou_outra",NA
"766150",3,2023,"2023-12","apoio_ou_outra",NA
"766420",1,2023,"2023-12","apoio_ou_outra",NA
"782305",35,2023,"2023-12","apoio_ou_outra",NA
"782310",3,2023,"2023-12","apoio_ou_outra",NA
"782320",130,2023,"2023-12","apoio_ou_outra",NA
"784205",11,2023,"2023-12","apoio_ou_outra",NA
"818110",1,2023,"2023-12","apoio_ou_outra",NA
"840105",2,2023,"2023-12","apoio_ou_outra",NA
"862120",1,2023,"2023-12","apoio_ou_outra",NA
"915305",1,2023,"2023-12","apoio_ou_outra",NA
"951105",2,2023,"2023-12","apoio_ou_outra",NA
"992210",3,2023,"2023-12","apoio_ou_outra",NA
"030205",2,2024,"2024-12","apoio_ou_outra",NA
"111220",2,2024,"2024-12","apoio_ou_outra",NA
"121010",3,2024,"2024-12","apoio_ou_outra",NA
"123105",12,2024,"2024-12","apoio_ou_outra",NA
"123115",1,2024,"2024-12","apoio_ou_outra",NA
"123305",1,2024,"2024-12","apoio_ou_outra",NA
"123405",1,2024,"2024-12","apoio_ou_outra",NA
"123605",2,2024,"2024-12","apoio_ou_outra",NA
"131205",34,2024,"2024-12","apoio_ou_outra",NA
"131210",156,2024,"2024-12","apoio_ou_outra",NA
"131215",1,2024,"2024-12","apoio_ou_outra",NA
"131310",10,2024,"2024-12","apoio_ou_outra",NA
"141615",3,2024,"2024-12","apoio_ou_outra",NA
"142105",15,2024,"2024-12","apoio_ou_outra",NA
"142205",1,2024,"2024-12","apoio_ou_outra",NA
"142210",4,2024,"2024-12","apoio_ou_outra",NA
"142305",1,2024,"2024-12","apoio_ou_outra",NA
"142335",1,2024,"2024-12","apoio_ou_outra",NA
"142415",3,2024,"2024-12","apoio_ou_outra",NA
"142505",1,2024,"2024-12","apoio_ou_outra",NA
"142520",1,2024,"2024-12","apoio_ou_outra",NA
"203005",1,2024,"2024-12","apoio_ou_outra",NA
"212310",1,2024,"2024-12","apoio_ou_outra",NA
"212405",7,2024,"2024-12","apoio_ou_outra",NA
"212410",1,2024,"2024-12","apoio_ou_outra",NA
"212415",1,2024,"2024-12","apoio_ou_outra",NA
"212420",2,2024,"2024-12","apoio_ou_outra",NA
"213150",2,2024,"2024-12","apoio_ou_outra",NA
"213155",6,2024,"2024-12","apoio_ou_outra",NA
"214105",1,2024,"2024-12","apoio_ou_outra",NA
"214325",1,2024,"2024-12","apoio_ou_outra",NA
"214915",7,2024,"2024-12","apoio_ou_outra",NA
"221105",72,2024,"2024-12","multiprofissional","Biologia"
"221205",2,2024,"2024-12","multiprofissional","Biomedicina"
"2231F9",83,2024,"2024-12","principal","Medicina"
"2231G1",1,2024,"2024-12","principal","Medicina"
"223204",1,2024,"2024-12","principal","Odontologia e saúde bucal"
"223208",601,2024,"2024-12","principal","Odontologia e saúde bucal"
"223212",66,2024,"2024-12","principal","Odontologia e saúde bucal"
"223220",1,2024,"2024-12","principal","Odontologia e saúde bucal"
"223224",3,2024,"2024-12","principal","Odontologia e saúde bucal"
"223228",1,2024,"2024-12","principal","Odontologia e saúde bucal"
"223236",36,2024,"2024-12","principal","Odontologia e saúde bucal"
"223240",58,2024,"2024-12","principal","Odontologia e saúde bucal"
"223244",1,2024,"2024-12","principal","Odontologia e saúde bucal"
"223248",28,2024,"2024-12","principal","Odontologia e saúde bucal"
"223252",1,2024,"2024-12","principal","Odontologia e saúde bucal"
"223256",41,2024,"2024-12","principal","Odontologia e saúde bucal"
"223260",17,2024,"2024-12","principal","Odontologia e saúde bucal"
"223268",48,2024,"2024-12","principal","Odontologia e saúde bucal"
"223272",1,2024,"2024-12","principal","Odontologia e saúde bucal"
"223280",3,2024,"2024-12","principal","Odontologia e saúde bucal"
"223288",11,2024,"2024-12","principal","Odontologia e saúde bucal"
"223293",20,2024,"2024-12","principal","Odontologia e saúde bucal"
"223305",25,2024,"2024-12","apoio_ou_outra",NA
"223405",183,2024,"2024-12","principal","Farmácia"
"223415",27,2024,"2024-12","principal","Farmácia"
"223445",8,2024,"2024-12","principal","Farmácia"
"223505",1219,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223510",10,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223520",1,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223525",9,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223530",9,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223535",5,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223545",8,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223565",70,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223570",14,2024,"2024-12","principal","Enfermagem – enfermeiros"
"223605",733,2024,"2024-12","principal","Fisioterapia"
"223625",1,2024,"2024-12","principal","Fisioterapia"
"223630",2,2024,"2024-12","principal","Fisioterapia"
"223650",1,2024,"2024-12","principal","Fisioterapia"
"223710",180,2024,"2024-12","principal","Nutrição"
"223810",151,2024,"2024-12","principal","Fonoaudiologia"
"223815",1,2024,"2024-12","principal","Fonoaudiologia"
"223830",1,2024,"2024-12","principal","Fonoaudiologia"
"223905",27,2024,"2024-12","apoio_ou_outra",NA
"223910",1,2024,"2024-12","apoio_ou_outra",NA
"223915",3,2024,"2024-12","apoio_ou_outra",NA
"224105",1,2024,"2024-12","multiprofissional","Educação física"
"224120",1,2024,"2024-12","multiprofissional","Educação física"
"224140",10,2024,"2024-12","multiprofissional","Educação física"
"225103",30,2024,"2024-12","principal","Medicina"
"225105",1,2024,"2024-12","principal","Medicina"
"225109",73,2024,"2024-12","principal","Medicina"
"225110",28,2024,"2024-12","principal","Medicina"
"225112",71,2024,"2024-12","principal","Medicina"
"225115",42,2024,"2024-12","principal","Medicina"
"225118",10,2024,"2024-12","principal","Medicina"
"225120",255,2024,"2024-12","principal","Medicina"
"225121",51,2024,"2024-12","principal","Medicina"
"225124",475,2024,"2024-12","principal","Medicina"
"225125",840,2024,"2024-12","principal","Medicina"
"225127",37,2024,"2024-12","principal","Medicina"
"225130",8,2024,"2024-12","principal","Medicina"
"225133",68,2024,"2024-12","principal","Medicina"
"225135",89,2024,"2024-12","principal","Medicina"
"225136",40,2024,"2024-12","principal","Medicina"
"225139",1,2024,"2024-12","principal","Medicina"
"225140",36,2024,"2024-12","principal","Medicina"
"225142",73,2024,"2024-12","principal","Medicina"
"225148",13,2024,"2024-12","principal","Medicina"
"225150",108,2024,"2024-12","principal","Medicina"
"225151",175,2024,"2024-12","principal","Medicina"
"225155",99,2024,"2024-12","principal","Medicina"
"225160",2,2024,"2024-12","principal","Medicina"
"225165",92,2024,"2024-12","principal","Medicina"
"225170",1,2024,"2024-12","principal","Medicina"
"225175",3,2024,"2024-12","principal","Medicina"
"225180",27,2024,"2024-12","principal","Medicina"
"225185",31,2024,"2024-12","principal","Medicina"
"225195",4,2024,"2024-12","principal","Medicina"
"225203",47,2024,"2024-12","principal","Medicina"
"225210",30,2024,"2024-12","principal","Medicina"
"225215",10,2024,"2024-12","principal","Medicina"
"225220",15,2024,"2024-12","principal","Medicina"
"225225",210,2024,"2024-12","principal","Medicina"
"225230",26,2024,"2024-12","principal","Medicina"
"225235",29,2024,"2024-12","principal","Medicina"
"225240",30,2024,"2024-12","principal","Medicina"
"225250",376,2024,"2024-12","principal","Medicina"
"225255",24,2024,"2024-12","principal","Medicina"
"225260",51,2024,"2024-12","principal","Medicina"
"225265",133,2024,"2024-12","principal","Medicina"
"225270",200,2024,"2024-12","principal","Medicina"
"225275",84,2024,"2024-12","principal","Medicina"
"225280",41,2024,"2024-12","principal","Medicina"
"225285",119,2024,"2024-12","principal","Medicina"
"225290",22,2024,"2024-12","principal","Medicina"
"225295",2,2024,"2024-12","principal","Medicina"
"225305",4,2024,"2024-12","principal","Medicina"
"225310",24,2024,"2024-12","principal","Medicina"
"225315",7,2024,"2024-12","principal","Medicina"
"225320",201,2024,"2024-12","principal","Medicina"
"225325",4,2024,"2024-12","principal","Medicina"
"225330",12,2024,"2024-12","principal","Medicina"
"225335",7,2024,"2024-12","principal","Medicina"
"225340",10,2024,"2024-12","principal","Medicina"
"225345",2,2024,"2024-12","principal","Medicina"
"225355",1,2024,"2024-12","principal","Medicina"
"226305",6,2024,"2024-12","apoio_ou_outra",NA
"226310",4,2024,"2024-12","apoio_ou_outra",NA
"232120",1,2024,"2024-12","apoio_ou_outra",NA
"239405",4,2024,"2024-12","apoio_ou_outra",NA
"239410",1,2024,"2024-12","apoio_ou_outra",NA
"239415",7,2024,"2024-12","apoio_ou_outra",NA
"239425",6,2024,"2024-12","apoio_ou_outra",NA
"239440",4,2024,"2024-12","apoio_ou_outra",NA
"251505",3,2024,"2024-12","multiprofissional","Psicologia"
"251510",355,2024,"2024-12","multiprofissional","Psicologia"
"251520",2,2024,"2024-12","multiprofissional","Psicologia"
"251530",2,2024,"2024-12","multiprofissional","Psicologia"
"251540",3,2024,"2024-12","multiprofissional","Psicologia"
"251545",8,2024,"2024-12","multiprofissional","Psicologia"
"251605",249,2024,"2024-12","multiprofissional","Serviço social"
"252105",32,2024,"2024-12","apoio_ou_outra",NA
"252205",5,2024,"2024-12","apoio_ou_outra",NA
"252210",4,2024,"2024-12","apoio_ou_outra",NA
"252305",10,2024,"2024-12","apoio_ou_outra",NA
"261205",1,2024,"2024-12","apoio_ou_outra",NA
"261305",1,2024,"2024-12","apoio_ou_outra",NA
"262405",2,2024,"2024-12","apoio_ou_outra",NA
"271105",1,2024,"2024-12","apoio_ou_outra",NA
"301110",3,2024,"2024-12","apoio_ou_outra",NA
"312105",1,2024,"2024-12","apoio_ou_outra",NA
"313120",1,2024,"2024-12","apoio_ou_outra",NA
"313220",6,2024,"2024-12","apoio_ou_outra",NA
"313415",1,2024,"2024-12","apoio_ou_outra",NA
"314115",1,2024,"2024-12","apoio_ou_outra",NA
"317110",4,2024,"2024-12","apoio_ou_outra",NA
"317205",2,2024,"2024-12","apoio_ou_outra",NA
"317210",1,2024,"2024-12","apoio_ou_outra",NA
"322105",1,2024,"2024-12","apoio_ou_outra",NA
"322110",2,2024,"2024-12","apoio_ou_outra",NA
"322120",2,2024,"2024-12","apoio_ou_outra",NA
"322125",1,2024,"2024-12","apoio_ou_outra",NA
"322205",3560,2024,"2024-12","principal","Enfermagem – técnicos e auxiliares"
"322210",4,2024,"2024-12","principal","Enfermagem – técnicos e auxiliares"
"322215",1,2024,"2024-12","principal","Enfermagem – técnicos e auxiliares"
"322225",80,2024,"2024-12","principal","Enfermagem – técnicos e auxiliares"
"322230",803,2024,"2024-12","principal","Enfermagem – técnicos e auxiliares"
"322235",2,2024,"2024-12","principal","Enfermagem – técnicos e auxiliares"
"322245",75,2024,"2024-12","principal","Enfermagem – técnicos e auxiliares"
"322255",185,2024,"2024-12","principal","Enfermagem – técnicos e auxiliares"
"322405",8,2024,"2024-12","principal","Odontologia e saúde bucal"
"322415",122,2024,"2024-12","principal","Odontologia e saúde bucal"
"322430",15,2024,"2024-12","principal","Odontologia e saúde bucal"
"322605",10,2024,"2024-12","principal","Instrumentação cirúrgica"
"324115",216,2024,"2024-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324120",16,2024,"2024-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324205",289,2024,"2024-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324220",8,2024,"2024-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"325105",19,2024,"2024-12","principal","Farmácia – técnicos e auxiliares"
"325110",4,2024,"2024-12","principal","Farmácia – técnicos e auxiliares"
"325115",170,2024,"2024-12","principal","Farmácia – técnicos e auxiliares"
"325205",3,2024,"2024-12","apoio_ou_outra",NA
"331105",1,2024,"2024-12","apoio_ou_outra",NA
"333110",1,2024,"2024-12","apoio_ou_outra",NA
"351105",2,2024,"2024-12","apoio_ou_outra",NA
"351505",2,2024,"2024-12","apoio_ou_outra",NA
"351605",20,2024,"2024-12","apoio_ou_outra",NA
"352210",2,2024,"2024-12","apoio_ou_outra",NA
"354125",1,2024,"2024-12","apoio_ou_outra",NA
"354205",1,2024,"2024-12","apoio_ou_outra",NA
"354210",2,2024,"2024-12","apoio_ou_outra",NA
"354705",1,2024,"2024-12","apoio_ou_outra",NA
"371105",2,2024,"2024-12","apoio_ou_outra",NA
"391115",2,2024,"2024-12","apoio_ou_outra",NA
"391205",3,2024,"2024-12","apoio_ou_outra",NA
"391210",4,2024,"2024-12","apoio_ou_outra",NA
"410105",38,2024,"2024-12","apoio_ou_outra",NA
"410205",1,2024,"2024-12","apoio_ou_outra",NA
"410215",1,2024,"2024-12","apoio_ou_outra",NA
"410220",2,2024,"2024-12","apoio_ou_outra",NA
"410235",2,2024,"2024-12","apoio_ou_outra",NA
"411005",309,2024,"2024-12","apoio_ou_outra",NA
"411010",658,2024,"2024-12","apoio_ou_outra",NA
"411030",4,2024,"2024-12","apoio_ou_outra",NA
"412110",40,2024,"2024-12","apoio_ou_outra",NA
"412205",4,2024,"2024-12","apoio_ou_outra",NA
"413105",1,2024,"2024-12","apoio_ou_outra",NA
"413110",8,2024,"2024-12","apoio_ou_outra",NA
"413115",48,2024,"2024-12","apoio_ou_outra",NA
"414105",11,2024,"2024-12","apoio_ou_outra",NA
"414125",4,2024,"2024-12","apoio_ou_outra",NA
"415105",4,2024,"2024-12","apoio_ou_outra",NA
"420130",4,2024,"2024-12","apoio_ou_outra",NA
"421125",1,2024,"2024-12","apoio_ou_outra",NA
"422105",255,2024,"2024-12","apoio_ou_outra",NA
"422110",131,2024,"2024-12","apoio_ou_outra",NA
"422205",23,2024,"2024-12","apoio_ou_outra",NA
"422220",2,2024,"2024-12","apoio_ou_outra",NA
"510105",1,2024,"2024-12","apoio_ou_outra",NA
"512115",4,2024,"2024-12","apoio_ou_outra",NA
"513115",5,2024,"2024-12","apoio_ou_outra",NA
"513205",3,2024,"2024-12","apoio_ou_outra",NA
"513220",8,2024,"2024-12","apoio_ou_outra",NA
"513315",5,2024,"2024-12","apoio_ou_outra",NA
"513405",1,2024,"2024-12","apoio_ou_outra",NA
"513425",4,2024,"2024-12","apoio_ou_outra",NA
"513430",28,2024,"2024-12","apoio_ou_outra",NA
"513505",7,2024,"2024-12","apoio_ou_outra",NA
"514110",1,2024,"2024-12","apoio_ou_outra",NA
"514120",1,2024,"2024-12","apoio_ou_outra",NA
"514225",3,2024,"2024-12","apoio_ou_outra",NA
"514230",4,2024,"2024-12","apoio_ou_outra",NA
"514310",1,2024,"2024-12","apoio_ou_outra",NA
"514320",327,2024,"2024-12","apoio_ou_outra",NA
"515105",36,2024,"2024-12","principal","Agentes comunitários de saúde e afins"
"515110",23,2024,"2024-12","principal","Agentes comunitários de saúde e afins"
"515120",2,2024,"2024-12","principal","Agentes comunitários de saúde e afins"
"515140",531,2024,"2024-12","principal","Agentes comunitários de saúde e afins"
"515210",3,2024,"2024-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515215",76,2024,"2024-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515305",7,2024,"2024-12","apoio_ou_outra",NA
"516210",6,2024,"2024-12","apoio_ou_outra",NA
"516220",18,2024,"2024-12","apoio_ou_outra",NA
"516335",1,2024,"2024-12","apoio_ou_outra",NA
"516345",8,2024,"2024-12","apoio_ou_outra",NA
"517330",6,2024,"2024-12","apoio_ou_outra",NA
"517410",12,2024,"2024-12","apoio_ou_outra",NA
"517420",128,2024,"2024-12","apoio_ou_outra",NA
"519110",5,2024,"2024-12","apoio_ou_outra",NA
"519305",4,2024,"2024-12","apoio_ou_outra",NA
"521130",28,2024,"2024-12","apoio_ou_outra",NA
"710205",1,2024,"2024-12","apoio_ou_outra",NA
"715210",2,2024,"2024-12","apoio_ou_outra",NA
"715505",1,2024,"2024-12","apoio_ou_outra",NA
"715615",3,2024,"2024-12","apoio_ou_outra",NA
"716610",2,2024,"2024-12","apoio_ou_outra",NA
"717020",3,2024,"2024-12","apoio_ou_outra",NA
"763010",2,2024,"2024-12","apoio_ou_outra",NA
"763215",1,2024,"2024-12","apoio_ou_outra",NA
"766150",3,2024,"2024-12","apoio_ou_outra",NA
"766420",1,2024,"2024-12","apoio_ou_outra",NA
"782305",40,2024,"2024-12","apoio_ou_outra",NA
"782310",1,2024,"2024-12","apoio_ou_outra",NA
"782320",120,2024,"2024-12","apoio_ou_outra",NA
"784205",11,2024,"2024-12","apoio_ou_outra",NA
"818110",1,2024,"2024-12","apoio_ou_outra",NA
"840105",2,2024,"2024-12","apoio_ou_outra",NA
"862120",1,2024,"2024-12","apoio_ou_outra",NA
"915305",1,2024,"2024-12","apoio_ou_outra",NA
"951105",2,2024,"2024-12","apoio_ou_outra",NA
"992210",3,2024,"2024-12","apoio_ou_outra",NA
"030205",2,2025,"2025-12","apoio_ou_outra",NA
"111220",1,2025,"2025-12","apoio_ou_outra",NA
"121010",3,2025,"2025-12","apoio_ou_outra",NA
"123105",12,2025,"2025-12","apoio_ou_outra",NA
"123115",1,2025,"2025-12","apoio_ou_outra",NA
"123305",1,2025,"2025-12","apoio_ou_outra",NA
"123405",2,2025,"2025-12","apoio_ou_outra",NA
"123605",2,2025,"2025-12","apoio_ou_outra",NA
"131205",42,2025,"2025-12","apoio_ou_outra",NA
"131210",174,2025,"2025-12","apoio_ou_outra",NA
"131215",1,2025,"2025-12","apoio_ou_outra",NA
"131310",10,2025,"2025-12","apoio_ou_outra",NA
"141605",1,2025,"2025-12","apoio_ou_outra",NA
"141615",2,2025,"2025-12","apoio_ou_outra",NA
"142105",17,2025,"2025-12","apoio_ou_outra",NA
"142205",3,2025,"2025-12","apoio_ou_outra",NA
"142210",3,2025,"2025-12","apoio_ou_outra",NA
"142305",1,2025,"2025-12","apoio_ou_outra",NA
"142335",1,2025,"2025-12","apoio_ou_outra",NA
"142415",3,2025,"2025-12","apoio_ou_outra",NA
"142505",1,2025,"2025-12","apoio_ou_outra",NA
"142520",1,2025,"2025-12","apoio_ou_outra",NA
"142705",1,2025,"2025-12","apoio_ou_outra",NA
"203005",1,2025,"2025-12","apoio_ou_outra",NA
"212310",1,2025,"2025-12","apoio_ou_outra",NA
"212405",6,2025,"2025-12","apoio_ou_outra",NA
"212410",1,2025,"2025-12","apoio_ou_outra",NA
"212415",1,2025,"2025-12","apoio_ou_outra",NA
"212420",4,2025,"2025-12","apoio_ou_outra",NA
"213150",2,2025,"2025-12","apoio_ou_outra",NA
"213155",6,2025,"2025-12","apoio_ou_outra",NA
"214005",1,2025,"2025-12","apoio_ou_outra",NA
"214105",1,2025,"2025-12","apoio_ou_outra",NA
"214325",1,2025,"2025-12","apoio_ou_outra",NA
"214915",8,2025,"2025-12","apoio_ou_outra",NA
"221105",76,2025,"2025-12","multiprofissional","Biologia"
"221205",4,2025,"2025-12","multiprofissional","Biomedicina"
"2231F9",62,2025,"2025-12","principal","Medicina"
"2231G1",1,2025,"2025-12","principal","Medicina"
"223204",1,2025,"2025-12","principal","Odontologia e saúde bucal"
"223208",592,2025,"2025-12","principal","Odontologia e saúde bucal"
"223212",67,2025,"2025-12","principal","Odontologia e saúde bucal"
"223220",1,2025,"2025-12","principal","Odontologia e saúde bucal"
"223224",3,2025,"2025-12","principal","Odontologia e saúde bucal"
"223228",1,2025,"2025-12","principal","Odontologia e saúde bucal"
"223236",36,2025,"2025-12","principal","Odontologia e saúde bucal"
"223240",57,2025,"2025-12","principal","Odontologia e saúde bucal"
"223244",1,2025,"2025-12","principal","Odontologia e saúde bucal"
"223248",27,2025,"2025-12","principal","Odontologia e saúde bucal"
"223252",1,2025,"2025-12","principal","Odontologia e saúde bucal"
"223256",40,2025,"2025-12","principal","Odontologia e saúde bucal"
"223260",17,2025,"2025-12","principal","Odontologia e saúde bucal"
"223268",50,2025,"2025-12","principal","Odontologia e saúde bucal"
"223272",1,2025,"2025-12","principal","Odontologia e saúde bucal"
"223280",3,2025,"2025-12","principal","Odontologia e saúde bucal"
"223288",11,2025,"2025-12","principal","Odontologia e saúde bucal"
"223293",19,2025,"2025-12","principal","Odontologia e saúde bucal"
"223305",25,2025,"2025-12","apoio_ou_outra",NA
"223405",200,2025,"2025-12","principal","Farmácia"
"223415",26,2025,"2025-12","principal","Farmácia"
"223445",6,2025,"2025-12","principal","Farmácia"
"223505",1197,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223510",12,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223520",1,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223525",8,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223530",9,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223535",5,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223545",8,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223565",72,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223570",14,2025,"2025-12","principal","Enfermagem – enfermeiros"
"223605",766,2025,"2025-12","principal","Fisioterapia"
"223625",1,2025,"2025-12","principal","Fisioterapia"
"223630",2,2025,"2025-12","principal","Fisioterapia"
"223650",1,2025,"2025-12","principal","Fisioterapia"
"223705",1,2025,"2025-12","principal","Nutrição"
"223710",188,2025,"2025-12","principal","Nutrição"
"223810",161,2025,"2025-12","principal","Fonoaudiologia"
"223815",1,2025,"2025-12","principal","Fonoaudiologia"
"223830",1,2025,"2025-12","principal","Fonoaudiologia"
"223905",40,2025,"2025-12","apoio_ou_outra",NA
"223910",1,2025,"2025-12","apoio_ou_outra",NA
"223915",6,2025,"2025-12","apoio_ou_outra",NA
"224105",1,2025,"2025-12","multiprofissional","Educação física"
"224120",3,2025,"2025-12","multiprofissional","Educação física"
"224140",12,2025,"2025-12","multiprofissional","Educação física"
"225103",32,2025,"2025-12","principal","Medicina"
"225105",1,2025,"2025-12","principal","Medicina"
"225109",77,2025,"2025-12","principal","Medicina"
"225110",32,2025,"2025-12","principal","Medicina"
"225112",73,2025,"2025-12","principal","Medicina"
"225115",45,2025,"2025-12","principal","Medicina"
"225118",11,2025,"2025-12","principal","Medicina"
"225120",260,2025,"2025-12","principal","Medicina"
"225121",51,2025,"2025-12","principal","Medicina"
"225124",506,2025,"2025-12","principal","Medicina"
"225125",931,2025,"2025-12","principal","Medicina"
"225127",37,2025,"2025-12","principal","Medicina"
"225130",9,2025,"2025-12","principal","Medicina"
"225133",71,2025,"2025-12","principal","Medicina"
"225135",98,2025,"2025-12","principal","Medicina"
"225136",43,2025,"2025-12","principal","Medicina"
"225139",1,2025,"2025-12","principal","Medicina"
"225140",37,2025,"2025-12","principal","Medicina"
"225142",74,2025,"2025-12","principal","Medicina"
"225145",1,2025,"2025-12","principal","Medicina"
"225148",13,2025,"2025-12","principal","Medicina"
"225150",126,2025,"2025-12","principal","Medicina"
"225151",182,2025,"2025-12","principal","Medicina"
"225155",105,2025,"2025-12","principal","Medicina"
"225160",2,2025,"2025-12","principal","Medicina"
"225165",108,2025,"2025-12","principal","Medicina"
"225170",1,2025,"2025-12","principal","Medicina"
"225175",3,2025,"2025-12","principal","Medicina"
"225180",31,2025,"2025-12","principal","Medicina"
"225185",33,2025,"2025-12","principal","Medicina"
"225195",4,2025,"2025-12","principal","Medicina"
"225203",49,2025,"2025-12","principal","Medicina"
"225210",31,2025,"2025-12","principal","Medicina"
"225215",10,2025,"2025-12","principal","Medicina"
"225220",16,2025,"2025-12","principal","Medicina"
"225225",221,2025,"2025-12","principal","Medicina"
"225230",27,2025,"2025-12","principal","Medicina"
"225235",29,2025,"2025-12","principal","Medicina"
"225240",31,2025,"2025-12","principal","Medicina"
"225250",379,2025,"2025-12","principal","Medicina"
"225255",25,2025,"2025-12","principal","Medicina"
"225260",55,2025,"2025-12","principal","Medicina"
"225265",143,2025,"2025-12","principal","Medicina"
"225270",204,2025,"2025-12","principal","Medicina"
"225275",94,2025,"2025-12","principal","Medicina"
