dataset;arquivo;url;sha256;tamanho_bytes;registros_campos;data_download
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_abril_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2023_2025/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202504.ZIP;c8d43f04a22178098686a405053ca10c27a152526fe2b3468d621f3902eb8513;158;0;2026-07-21 18:34:57
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Maio_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2023_2025/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202505.ZIP;4cacef76ba68012ccf21587f5cbf7656421a26eeb71515d6f4997b1f7716d2f2;130;0;2026-07-21 18:34:59
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Junho_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202506.ZIP;a5506be792cd05a18dc5a1326be2abcea6bfd3bc5e10b8efe43ee9e2758decc9;861;0;2026-07-21 18:35:12
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Julho_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202507.ZIP;731c37edb153e67b6dd10f25533158794091062cc6a7ed6ac423992a5cc3cf6d;628;0;2026-07-21 18:35:16
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Agosto_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202508.ZIP;61d6af1eb127c6c9b6b55dbea501489c9973e373b2c061f9cb3288b68e226daa;1255;0;2026-07-21 18:35:20
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Setembro_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202509.ZIP;448fd904f71d591c7bb60163a5d1b60d3c654428a526fd7bcca171d9c8995a62;633;0;2026-07-21 18:35:24
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Outubro_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202510.ZIP;a12773befdd57c5898bbfd2d6c9fcfc1a7ed176037939dcdee2a13204cb1eb82;101;0;2026-07-21 18:35:29
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Novembro_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202511.ZIP;d471588c1adeb8aba110dcf99b7b6bf38b657c40496408df097374d26b6b8752;1120;0;2026-07-21 18:35:29
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Dezembro_2025.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202512.ZIP;4e61dbf742ae0e8d28cb03f49755d96d891e5f9950a2a44922553b7cf32e3c47;615;0;2026-07-21 18:35:29
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Janeiro_2026.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202601.ZIP;efbfe20e6075b1d25c6d84062cc9a0c28b8952acfd22978d2d3590060a4bca96;1802;0;2026-07-21 18:35:33
cat;Comunicações_de_Acidente_de_Trabalho___CAT-_Fevereiro_2026.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202602.ZIP;1f0e083b936ef4f14fc5ceca1f23a4023f02d277b6eea78d40ffb87bffdebe83;619;0;2026-07-21 18:35:37
cat;Comunicações_de_Acidente_de_Trabalho___CAT_-_Março_2026.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202603.ZIP;bb7a4886cf9f90f7953483205fdf6aee154a3bdf803d3a18cac45f12541c52c1;1391;0;2026-07-21 18:35:41
cat;Comunicações_de_Acidente_de_Trabalho___CAT_-_Abril_2026.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202604.ZIP;af1ff5ad388469427a6090cff47814fcb8cadabe6f982ada2209240f80fff1e9;455;0;2026-07-21 18:35:45
cat;Comunicações_de_Acidente_de_Trabalho___CAT_-_Maio_2026.csv;https://armazenamento-dadosabertos.s3.sa-east-1.amazonaws.com/PDA_2025_2027/Grupos_de_dados/Comunica%C3%A7%C3%B5es+de+Acidente+de+Trabalho+%E2%80%93+CAT/D.SDA.PDA.005.CAT.202605.ZIP;ee428330eae1b9dc09c655eb8fc533e7bb79feac134b0ef8ea1822925e55632d;617;0;2026-07-21 18:35:46
