nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel
6,Município,45,Pessoas,483540,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente
6,Município,45,Pessoas,19474,3301009,Campos dos Goytacazes (RJ),2022,2022,5936,Variação absoluta da população residente 2010 compatibilizada
6,Município,2,%,0.34,3301009,Campos dos Goytacazes (RJ),2022,2022,10605,Taxa de crescimento geométrico
