nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel,tipo_de_rebanho_codigo,tipo_de_rebanho
6,Município,24,Cabeças,31033,3301009,Campos dos Goytacazes (RJ),1993,1993,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,652,3301009,Campos dos Goytacazes (RJ),1993,1993,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,187121,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,98,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,8703,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,18679,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,1163,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1733,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,177777,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,32115,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,643,3301009,Campos dos Goytacazes (RJ),1994,1994,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,188739,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,103,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9178,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,19153,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,1209,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1876,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,183800,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,35424,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,708,3301009,Campos dos Goytacazes (RJ),1995,1995,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,216751,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,300,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,8517,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,7031,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,651,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1936,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,50000,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,17271,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,725,3301009,Campos dos Goytacazes (RJ),1996,1996,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,227184,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,298,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,8602,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,7073,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,667,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1874,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,51022,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,17625,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,717,3301009,Campos dos Goytacazes (RJ),1997,1997,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,229326,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,303,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,8575,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,7095,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,696,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1773,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,51044,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,18421,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,696,3301009,Campos dos Goytacazes (RJ),1998,1998,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,231133,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,304,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,8667,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,7208,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,706,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1789,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,52345,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,19199,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,701,3301009,Campos dos Goytacazes (RJ),1999,1999,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,233521,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,326,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9022,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,7799,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,802,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1805,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,53770,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,19631,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,728,3301009,Campos dos Goytacazes (RJ),2000,2000,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,229987,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,329,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9062,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,7891,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,809,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1796,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,52991,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,19703,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,712,3301009,Campos dos Goytacazes (RJ),2001,2001,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,230321,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,333,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9136,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,7528,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,822,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1801,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,51710,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,19503,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,693,3301009,Campos dos Goytacazes (RJ),2002,2002,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,235046,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,333,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9202,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,7997,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,822,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1809,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,53807,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,19903,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,719,3301009,Campos dos Goytacazes (RJ),2003,2003,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,233928,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,341,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9703,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,8209,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,819,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,2023,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,52909,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,20002,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,692,3301009,Campos dos Goytacazes (RJ),2004,2004,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,234826,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,399,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9692,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,8307,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,972,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,4306,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,53854,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,20833,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,701,3301009,Campos dos Goytacazes (RJ),2005,2005,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,237175,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,422,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9788,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,8406,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,1030,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,4522,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,54807,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,21457,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,710,3301009,Campos dos Goytacazes (RJ),2006,2006,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,235849,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,655,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,7553,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,6797,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,915,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,4720,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,74466,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,29040,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,800,3301009,Campos dos Goytacazes (RJ),2007,2007,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,240565,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,674,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,7780,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,6972,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,950,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,4815,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,75155,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,29308,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,810,3301009,Campos dos Goytacazes (RJ),2008,2008,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,241000,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,680,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,7800,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,6800,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,1000,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,5000,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,76000,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,30000,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,800,3301009,Campos dos Goytacazes (RJ),2009,2009,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,246097,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,689,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,7624,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,6832,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,994,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,5103,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,78160,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,30480,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,819,3301009,Campos dos Goytacazes (RJ),2010,2010,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,251535,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,700,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,7449,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,6590,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,980,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,5199,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,80487,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,31039,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,840,3301009,Campos dos Goytacazes (RJ),2011,2011,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,255000,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,716,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,8060,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,4720,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,560,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,4130,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,73310,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,29110,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,720,3301009,Campos dos Goytacazes (RJ),2012,2012,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,238589,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,995,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,3653,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,4500,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,500,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,500,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,570,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,72000,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,28000,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,500,3301009,Campos dos Goytacazes (RJ),2013,2013,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,233000,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,859,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,5668,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,4200,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,420,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,850,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,2681,Caprino
