nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel,sexo_codigo,sexo,cor_ou_raca_codigo,cor_ou_raca,idade_codigo,idade
6,Município,2,%,96.93,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,9482,35 a 44 anos
6,Município,2,%,97.53,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6588,35 anos
6,Município,2,%,97.71,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6589,36 anos
6,Município,2,%,97.61,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6590,37 anos
6,Município,2,%,97.34,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6591,38 anos
6,Município,2,%,98.08,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6592,39 anos
6,Município,2,%,96.11,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6593,40 anos
6,Município,2,%,96.43,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6594,41 anos
6,Município,2,%,96.47,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6595,42 anos
6,Município,2,%,95.58,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6596,43 anos
6,Município,2,%,96.55,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6597,44 anos
6,Município,2,%,93.74,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,9483,45 a 54 anos
6,Município,2,%,95.16,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6598,45 anos
6,Município,2,%,95.08,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6599,46 anos
6,Município,2,%,95.35,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6600,47 anos
6,Município,2,%,93.46,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6601,48 anos
6,Município,2,%,94.5,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6602,49 anos
6,Município,2,%,93.21,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6603,50 anos
6,Município,2,%,92.98,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6604,51 anos
6,Município,2,%,93,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6605,52 anos
6,Município,2,%,92.13,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6606,53 anos
6,Município,2,%,91.93,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6607,54 anos
6,Município,2,%,91.11,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,9484,55 a 64 anos
6,Município,2,%,92.43,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6608,55 anos
6,Município,2,%,92.09,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6609,56 anos
6,Município,2,%,91.65,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6610,57 anos
6,Município,2,%,91.4,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6611,58 anos
6,Município,2,%,90.57,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6612,59 anos
6,Município,2,%,91.12,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6613,60 anos
6,Município,2,%,89.93,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6614,61 anos
6,Município,2,%,90.98,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6615,62 anos
6,Município,2,%,90.66,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6616,63 anos
6,Município,2,%,89.47,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,6617,64 anos
6,Município,2,%,84.29,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,3000,65 anos ou mais
6,Município,2,%,79.49,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,9486,75 anos ou mais
6,Município,2,%,77.35,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2779,Parda,113623,80 anos ou mais
6,Município,2,%,94.86,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,100362,Total
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,93086,15 a 19 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6572,15 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6573,16 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6574,17 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6575,18 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6576,19 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,93087,20 a 24 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6577,20 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6578,21 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6579,22 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6580,23 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6581,24 anos
6,Município,2,%,97.96,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,2999,25 a 34 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6582,25 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6656,26 anos
6,Município,2,%,66.67,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6657,27 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6658,28 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6659,29 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6583,30 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6584,31 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6585,32 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6586,33 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6587,34 anos
6,Município,2,%,95.83,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,9482,35 a 44 anos
6,Município,2,%,87.5,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6588,35 anos
6,Município,2,%,91.67,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6589,36 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6590,37 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6591,38 anos
6,Município,2,%,88.89,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6592,39 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6593,40 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6594,41 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6595,42 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6596,43 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6597,44 anos
6,Município,2,%,93.94,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,9483,45 a 54 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6598,45 anos
6,Município,2,%,87.5,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6599,46 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6600,47 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6601,48 anos
6,Município,2,%,90,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6602,49 anos
6,Município,2,%,80,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6603,50 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6604,51 anos
6,Município,2,%,85.71,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6605,52 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6606,53 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6607,54 anos
6,Município,2,%,95,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,9484,55 a 64 anos
6,Município,2,%,66.67,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6608,55 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6609,56 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6610,57 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6611,58 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6612,59 anos
6,Município,2,%,80,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6613,60 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6614,61 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6615,62 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6616,63 anos
6,Município,2,%,100,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,6617,64 anos
6,Município,2,%,87.72,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,3000,65 anos ou mais
6,Município,2,%,85,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,9486,75 anos ou mais
6,Município,2,%,76.92,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,6794,Total,2780,Indígena,113623,80 anos ou mais
6,Município,2,%,94.53,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,100362,Total
6,Município,2,%,97.95,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,93086,15 a 19 anos
6,Município,2,%,97.19,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6572,15 anos
6,Município,2,%,97.9,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6573,16 anos
6,Município,2,%,98.27,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6574,17 anos
6,Município,2,%,97.82,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6575,18 anos
6,Município,2,%,98.52,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6576,19 anos
6,Município,2,%,98.11,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,93087,20 a 24 anos
6,Município,2,%,97.88,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6577,20 anos
6,Município,2,%,98.36,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6578,21 anos
6,Município,2,%,98.25,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6579,22 anos
6,Município,2,%,98.01,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6580,23 anos
6,Município,2,%,98.08,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6581,24 anos
6,Município,2,%,97.82,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,2999,25 a 34 anos
6,Município,2,%,98.06,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6582,25 anos
6,Município,2,%,97.89,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6656,26 anos
6,Município,2,%,98.24,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6657,27 anos
6,Município,2,%,97.84,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6658,28 anos
6,Município,2,%,97.97,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6659,29 anos
6,Município,2,%,97.65,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6583,30 anos
6,Município,2,%,97.86,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6584,31 anos
6,Município,2,%,97.92,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6585,32 anos
6,Município,2,%,97.6,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6586,33 anos
6,Município,2,%,97.11,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6587,34 anos
6,Município,2,%,96.56,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,9482,35 a 44 anos
6,Município,2,%,96.93,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6588,35 anos
6,Município,2,%,97.29,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6589,36 anos
6,Município,2,%,97.27,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6590,37 anos
6,Município,2,%,96.92,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6591,38 anos
6,Município,2,%,97.16,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6592,39 anos
6,Município,2,%,96.17,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6593,40 anos
6,Município,2,%,96.4,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6594,41 anos
6,Município,2,%,96.05,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6595,42 anos
6,Município,2,%,95.4,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6596,43 anos
6,Município,2,%,96.08,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6597,44 anos
6,Município,2,%,93.47,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,9483,45 a 54 anos
6,Município,2,%,94.7,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6598,45 anos
6,Município,2,%,94.18,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6599,46 anos
6,Município,2,%,95.37,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6600,47 anos
6,Município,2,%,93.5,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6601,48 anos
6,Município,2,%,93.72,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6602,49 anos
6,Município,2,%,92.59,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6603,50 anos
6,Município,2,%,92.8,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6604,51 anos
6,Município,2,%,93.26,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6605,52 anos
6,Município,2,%,92.49,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6606,53 anos
6,Município,2,%,91.54,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6607,54 anos
6,Município,2,%,91.6,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,9484,55 a 64 anos
6,Município,2,%,92.29,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6608,55 anos
6,Município,2,%,91.32,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6609,56 anos
6,Município,2,%,92.35,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6610,57 anos
6,Município,2,%,92.67,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6611,58 anos
6,Município,2,%,91.15,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6612,59 anos
6,Município,2,%,91.45,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6613,60 anos
6,Município,2,%,91.38,3301009,Campos dos Goytacazes (RJ),2022,2022,2513,Taxa de alfabetização das pessoas de 15 anos ou mais de idade,4,Homens,95251,Total,6614,61 anos
