nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel,sexo_codigo,sexo,idade_codigo,idade,forma_de_declaracao_da_idade_codigo,forma_de_declaracao_da_idade
6,Município,45,Pessoas,8815,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6593,40 anos,113635,Total
6,Município,45,Pessoas,5403,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6593,40 anos,6555,Data de nascimento
6,Município,45,Pessoas,3412,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6593,40 anos,6556,Idade presumida
6,Município,45,Pessoas,7142,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6594,41 anos,113635,Total
6,Município,45,Pessoas,5427,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6594,41 anos,6555,Data de nascimento
6,Município,45,Pessoas,1715,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6594,41 anos,6556,Idade presumida
6,Município,45,Pessoas,8132,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6595,42 anos,113635,Total
6,Município,45,Pessoas,5452,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6595,42 anos,6555,Data de nascimento
6,Município,45,Pessoas,2680,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6595,42 anos,6556,Idade presumida
6,Município,45,Pessoas,6887,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6596,43 anos,113635,Total
6,Município,45,Pessoas,4872,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6596,43 anos,6555,Data de nascimento
6,Município,45,Pessoas,2015,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6596,43 anos,6556,Idade presumida
6,Município,45,Pessoas,6294,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6597,44 anos,113635,Total
6,Município,45,Pessoas,4737,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6597,44 anos,6555,Data de nascimento
6,Município,45,Pessoas,1557,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6597,44 anos,6556,Idade presumida
6,Município,45,Pessoas,31253,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93092,45 a 49 anos,113635,Total
6,Município,45,Pessoas,21804,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93092,45 a 49 anos,6555,Data de nascimento
6,Município,45,Pessoas,9449,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93092,45 a 49 anos,6556,Idade presumida
6,Município,45,Pessoas,7369,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6598,45 anos,113635,Total
6,Município,45,Pessoas,4660,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6598,45 anos,6555,Data de nascimento
6,Município,45,Pessoas,2709,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6598,45 anos,6556,Idade presumida
6,Município,45,Pessoas,6372,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6599,46 anos,113635,Total
6,Município,45,Pessoas,4707,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6599,46 anos,6555,Data de nascimento
6,Município,45,Pessoas,1665,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6599,46 anos,6556,Idade presumida
6,Município,45,Pessoas,5950,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6600,47 anos,113635,Total
6,Município,45,Pessoas,4337,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6600,47 anos,6555,Data de nascimento
6,Município,45,Pessoas,1613,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6600,47 anos,6556,Idade presumida
6,Município,45,Pessoas,5893,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6601,48 anos,113635,Total
6,Município,45,Pessoas,3990,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6601,48 anos,6555,Data de nascimento
6,Município,45,Pessoas,1903,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6601,48 anos,6556,Idade presumida
6,Município,45,Pessoas,5669,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6602,49 anos,113635,Total
6,Município,45,Pessoas,4110,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6602,49 anos,6555,Data de nascimento
6,Município,45,Pessoas,1559,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6602,49 anos,6556,Idade presumida
6,Município,45,Pessoas,29802,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93093,50 a 54 anos,113635,Total
6,Município,45,Pessoas,20331,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93093,50 a 54 anos,6555,Data de nascimento
6,Município,45,Pessoas,9471,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93093,50 a 54 anos,6556,Idade presumida
6,Município,45,Pessoas,6680,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6603,50 anos,113635,Total
6,Município,45,Pessoas,3906,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6603,50 anos,6555,Data de nascimento
6,Município,45,Pessoas,2774,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6603,50 anos,6556,Idade presumida
6,Município,45,Pessoas,5567,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6604,51 anos,113635,Total
6,Município,45,Pessoas,4158,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6604,51 anos,6555,Data de nascimento
6,Município,45,Pessoas,1409,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6604,51 anos,6556,Idade presumida
6,Município,45,Pessoas,6176,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6605,52 anos,113635,Total
6,Município,45,Pessoas,4194,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6605,52 anos,6555,Data de nascimento
6,Município,45,Pessoas,1982,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6605,52 anos,6556,Idade presumida
6,Município,45,Pessoas,5674,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6606,53 anos,113635,Total
6,Município,45,Pessoas,4026,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6606,53 anos,6555,Data de nascimento
6,Município,45,Pessoas,1648,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6606,53 anos,6556,Idade presumida
6,Município,45,Pessoas,5705,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6607,54 anos,113635,Total
6,Município,45,Pessoas,4047,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6607,54 anos,6555,Data de nascimento
6,Município,45,Pessoas,1658,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6607,54 anos,6556,Idade presumida
6,Município,45,Pessoas,29113,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93094,55 a 59 anos,113635,Total
6,Município,45,Pessoas,21069,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93094,55 a 59 anos,6555,Data de nascimento
6,Município,45,Pessoas,8044,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93094,55 a 59 anos,6556,Idade presumida
6,Município,45,Pessoas,5938,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6608,55 anos,113635,Total
6,Município,45,Pessoas,3897,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6608,55 anos,6555,Data de nascimento
6,Município,45,Pessoas,2041,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6608,55 anos,6556,Idade presumida
6,Município,45,Pessoas,5900,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6609,56 anos,113635,Total
6,Município,45,Pessoas,4257,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6609,56 anos,6555,Data de nascimento
6,Município,45,Pessoas,1643,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6609,56 anos,6556,Idade presumida
6,Município,45,Pessoas,5784,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6610,57 anos,113635,Total
6,Município,45,Pessoas,4436,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6610,57 anos,6555,Data de nascimento
6,Município,45,Pessoas,1348,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6610,57 anos,6556,Idade presumida
6,Município,45,Pessoas,5947,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6611,58 anos,113635,Total
6,Município,45,Pessoas,4249,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6611,58 anos,6555,Data de nascimento
6,Município,45,Pessoas,1698,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6611,58 anos,6556,Idade presumida
6,Município,45,Pessoas,5544,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6612,59 anos,113635,Total
6,Município,45,Pessoas,4230,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6612,59 anos,6555,Data de nascimento
6,Município,45,Pessoas,1314,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6612,59 anos,6556,Idade presumida
6,Município,45,Pessoas,26425,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93095,60 a 64 anos,113635,Total
6,Município,45,Pessoas,19032,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93095,60 a 64 anos,6555,Data de nascimento
6,Município,45,Pessoas,7393,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93095,60 a 64 anos,6556,Idade presumida
6,Município,45,Pessoas,6254,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6613,60 anos,113635,Total
6,Município,45,Pessoas,4007,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6613,60 anos,6555,Data de nascimento
6,Município,45,Pessoas,2247,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6613,60 anos,6556,Idade presumida
6,Município,45,Pessoas,5018,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6614,61 anos,113635,Total
6,Município,45,Pessoas,3910,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6614,61 anos,6555,Data de nascimento
6,Município,45,Pessoas,1108,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6614,61 anos,6556,Idade presumida
6,Município,45,Pessoas,5579,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6615,62 anos,113635,Total
6,Município,45,Pessoas,3946,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6615,62 anos,6555,Data de nascimento
6,Município,45,Pessoas,1633,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6615,62 anos,6556,Idade presumida
6,Município,45,Pessoas,4985,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6616,63 anos,113635,Total
6,Município,45,Pessoas,3671,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6616,63 anos,6555,Data de nascimento
6,Município,45,Pessoas,1314,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6616,63 anos,6556,Idade presumida
6,Município,45,Pessoas,4589,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6617,64 anos,113635,Total
6,Município,45,Pessoas,3498,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6617,64 anos,6555,Data de nascimento
6,Município,45,Pessoas,1091,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6617,64 anos,6556,Idade presumida
6,Município,45,Pessoas,20127,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93096,65 a 69 anos,113635,Total
6,Município,45,Pessoas,14680,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93096,65 a 69 anos,6555,Data de nascimento
6,Município,45,Pessoas,5447,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93096,65 a 69 anos,6556,Idade presumida
6,Município,45,Pessoas,4952,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6618,65 anos,113635,Total
6,Município,45,Pessoas,3245,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6618,65 anos,6555,Data de nascimento
6,Município,45,Pessoas,1707,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6618,65 anos,6556,Idade presumida
6,Município,45,Pessoas,3989,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6619,66 anos,113635,Total
6,Município,45,Pessoas,3036,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6619,66 anos,6555,Data de nascimento
6,Município,45,Pessoas,953,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6619,66 anos,6556,Idade presumida
6,Município,45,Pessoas,3925,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6620,67 anos,113635,Total
6,Município,45,Pessoas,2975,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6620,67 anos,6555,Data de nascimento
6,Município,45,Pessoas,950,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6620,67 anos,6556,Idade presumida
6,Município,45,Pessoas,3911,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6621,68 anos,113635,Total
6,Município,45,Pessoas,2827,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6621,68 anos,6555,Data de nascimento
6,Município,45,Pessoas,1084,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6621,68 anos,6556,Idade presumida
6,Município,45,Pessoas,3350,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6622,69 anos,113635,Total
6,Município,45,Pessoas,2597,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6622,69 anos,6555,Data de nascimento
6,Município,45,Pessoas,753,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6622,69 anos,6556,Idade presumida
6,Município,45,Pessoas,15215,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93097,70 a 74 anos,113635,Total
6,Município,45,Pessoas,11068,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93097,70 a 74 anos,6555,Data de nascimento
6,Município,45,Pessoas,4147,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93097,70 a 74 anos,6556,Idade presumida
6,Município,45,Pessoas,3971,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6623,70 anos,113635,Total
6,Município,45,Pessoas,2682,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6623,70 anos,6555,Data de nascimento
6,Município,45,Pessoas,1289,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6623,70 anos,6556,Idade presumida
6,Município,45,Pessoas,2994,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6624,71 anos,113635,Total
6,Município,45,Pessoas,2386,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6624,71 anos,6555,Data de nascimento
6,Município,45,Pessoas,608,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6624,71 anos,6556,Idade presumida
6,Município,45,Pessoas,3015,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6625,72 anos,113635,Total
6,Município,45,Pessoas,2143,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6625,72 anos,6555,Data de nascimento
6,Município,45,Pessoas,872,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6625,72 anos,6556,Idade presumida
6,Município,45,Pessoas,2671,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6626,73 anos,113635,Total
6,Município,45,Pessoas,1952,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6626,73 anos,6555,Data de nascimento
6,Município,45,Pessoas,719,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6626,73 anos,6556,Idade presumida
6,Município,45,Pessoas,2564,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6627,74 anos,113635,Total
6,Município,45,Pessoas,1905,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6627,74 anos,6555,Data de nascimento
6,Município,45,Pessoas,659,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6627,74 anos,6556,Idade presumida
6,Município,45,Pessoas,9386,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93098,75 a 79 anos,113635,Total
6,Município,45,Pessoas,6728,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93098,75 a 79 anos,6555,Data de nascimento
6,Município,45,Pessoas,2658,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,93098,75 a 79 anos,6556,Idade presumida
6,Município,45,Pessoas,2317,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6628,75 anos,113635,Total
6,Município,45,Pessoas,1632,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6628,75 anos,6555,Data de nascimento
6,Município,45,Pessoas,685,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6628,75 anos,6556,Idade presumida
6,Município,45,Pessoas,2102,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6629,76 anos,113635,Total
6,Município,45,Pessoas,1497,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6629,76 anos,6555,Data de nascimento
6,Município,45,Pessoas,605,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6629,76 anos,6556,Idade presumida
6,Município,45,Pessoas,1676,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6630,77 anos,113635,Total
6,Município,45,Pessoas,1251,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6630,77 anos,6555,Data de nascimento
6,Município,45,Pessoas,425,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6630,77 anos,6556,Idade presumida
6,Município,45,Pessoas,1768,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6631,78 anos,113635,Total
6,Município,45,Pessoas,1234,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6631,78 anos,6555,Data de nascimento
6,Município,45,Pessoas,534,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6631,78 anos,6556,Idade presumida
6,Município,45,Pessoas,1523,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6632,79 anos,113635,Total
6,Município,45,Pessoas,1114,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6632,79 anos,6555,Data de nascimento
6,Município,45,Pessoas,409,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6632,79 anos,6556,Idade presumida
6,Município,45,Pessoas,6334,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,49108,80 a 84 anos,113635,Total
6,Município,45,Pessoas,4208,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,49108,80 a 84 anos,6555,Data de nascimento
6,Município,45,Pessoas,2126,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,49108,80 a 84 anos,6556,Idade presumida
6,Município,45,Pessoas,1630,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6633,80 anos,113635,Total
6,Município,45,Pessoas,1000,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6633,80 anos,6555,Data de nascimento
6,Município,45,Pessoas,630,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6633,80 anos,6556,Idade presumida
6,Município,45,Pessoas,1264,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6634,81 anos,113635,Total
6,Município,45,Pessoas,978,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6634,81 anos,6555,Data de nascimento
6,Município,45,Pessoas,286,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6634,81 anos,6556,Idade presumida
6,Município,45,Pessoas,1257,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6635,82 anos,113635,Total
6,Município,45,Pessoas,828,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6635,82 anos,6555,Data de nascimento
6,Município,45,Pessoas,429,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6635,82 anos,6556,Idade presumida
6,Município,45,Pessoas,1171,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6636,83 anos,113635,Total
6,Município,45,Pessoas,779,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6636,83 anos,6555,Data de nascimento
6,Município,45,Pessoas,392,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6636,83 anos,6556,Idade presumida
6,Município,45,Pessoas,1012,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6637,84 anos,113635,Total
6,Município,45,Pessoas,623,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6637,84 anos,6555,Data de nascimento
6,Município,45,Pessoas,389,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6637,84 anos,6556,Idade presumida
6,Município,45,Pessoas,3167,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,49109,85 a 89 anos,113635,Total
6,Município,45,Pessoas,1961,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,49109,85 a 89 anos,6555,Data de nascimento
6,Município,45,Pessoas,1206,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,49109,85 a 89 anos,6556,Idade presumida
6,Município,45,Pessoas,849,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6638,85 anos,113635,Total
6,Município,45,Pessoas,522,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6638,85 anos,6555,Data de nascimento
6,Município,45,Pessoas,327,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6638,85 anos,6556,Idade presumida
6,Município,45,Pessoas,772,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6639,86 anos,113635,Total
6,Município,45,Pessoas,478,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6639,86 anos,6555,Data de nascimento
6,Município,45,Pessoas,294,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6639,86 anos,6556,Idade presumida
6,Município,45,Pessoas,611,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6640,87 anos,113635,Total
6,Município,45,Pessoas,384,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6640,87 anos,6555,Data de nascimento
6,Município,45,Pessoas,227,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6640,87 anos,6556,Idade presumida
6,Município,45,Pessoas,485,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6641,88 anos,113635,Total
6,Município,45,Pessoas,288,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6641,88 anos,6555,Data de nascimento
6,Município,45,Pessoas,197,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6641,88 anos,6556,Idade presumida
6,Município,45,Pessoas,450,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6642,89 anos,113635,Total
6,Município,45,Pessoas,289,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6642,89 anos,6555,Data de nascimento
6,Município,45,Pessoas,161,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6642,89 anos,6556,Idade presumida
6,Município,45,Pessoas,1469,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,60040,90 a 94 anos,113635,Total
6,Município,45,Pessoas,923,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,60040,90 a 94 anos,6555,Data de nascimento
6,Município,45,Pessoas,546,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,60040,90 a 94 anos,6556,Idade presumida
6,Município,45,Pessoas,449,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6643,90 anos,113635,Total
6,Município,45,Pessoas,268,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6643,90 anos,6555,Data de nascimento
6,Município,45,Pessoas,181,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6643,90 anos,6556,Idade presumida
6,Município,45,Pessoas,304,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6644,91 anos,113635,Total
6,Município,45,Pessoas,217,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6644,91 anos,6555,Data de nascimento
6,Município,45,Pessoas,87,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6644,91 anos,6556,Idade presumida
6,Município,45,Pessoas,339,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6645,92 anos,113635,Total
6,Município,45,Pessoas,211,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6645,92 anos,6555,Data de nascimento
6,Município,45,Pessoas,128,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6645,92 anos,6556,Idade presumida
6,Município,45,Pessoas,221,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6646,93 anos,113635,Total
6,Município,45,Pessoas,131,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6646,93 anos,6555,Data de nascimento
6,Município,45,Pessoas,90,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6646,93 anos,6556,Idade presumida
6,Município,45,Pessoas,156,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6647,94 anos,113635,Total
6,Município,45,Pessoas,96,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6647,94 anos,6555,Data de nascimento
