nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel,produto_das_lavouras_temporarias_codigo,produto_das_lavouras_temporarias
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2703,Fumo (em folha)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,109179,Girassol (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2704,Juta (fibra)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2705,Linho (semente)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2706,Malva (fibra)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2707,Mamona (baga)
6,Município,1006,Hectares,773,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2708,Mandioca
6,Município,1006,Hectares,40,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2709,Melancia
6,Município,1006,Hectares,45,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2710,Melão
6,Município,1006,Hectares,2952,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2711,Milho (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2712,Rami (fibra)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2713,Soja (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2714,Sorgo (em grão)
6,Município,1006,Hectares,7,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2715,Tomate
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,2716,Trigo (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,216,Área colhida,109180,Triticale (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,0,Total
6,Município,1017,Toneladas,750,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2688,Abacaxi*
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,40471,Alfafa fenada
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2689,Algodão herbáceo (em caroço)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2690,Alho
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2691,Amendoim (em casca)
6,Município,1017,Toneladas,5000,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2692,Arroz (em casca)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2693,Aveia (em grão)
6,Município,1017,Toneladas,1300,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2694,Batata-doce
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2695,Batata-inglesa
6,Município,1017,Toneladas,6533055,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2696,Cana-de-açúcar
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,40470,Cana para forragem
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2697,Cebola
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2698,Centeio (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2699,Cevada (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2700,Ervilha (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2701,Fava (em grão)
6,Município,1017,Toneladas,309,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2702,Feijão (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2703,Fumo (em folha)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,109179,Girassol (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2704,Juta (fibra)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2705,Linho (semente)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2706,Malva (fibra)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2707,Mamona (baga)
6,Município,1017,Toneladas,10076,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2708,Mandioca
6,Município,1017,Toneladas,40,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2709,Melancia
6,Município,1017,Toneladas,54,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2710,Melão
6,Município,1017,Toneladas,2438,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2711,Milho (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2712,Rami (fibra)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2713,Soja (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2714,Sorgo (em grão)
6,Município,1017,Toneladas,266,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2715,Tomate
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,2716,Trigo (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,214,Quantidade produzida,109180,Triticale (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,0,Total
6,Município,33,Quilogramas por Hectare,15000,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2688,Abacaxi*
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,40471,Alfafa fenada
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2689,Algodão herbáceo (em caroço)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2690,Alho
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2691,Amendoim (em casca)
6,Município,33,Quilogramas por Hectare,2000,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2692,Arroz (em casca)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2693,Aveia (em grão)
6,Município,33,Quilogramas por Hectare,13000,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2694,Batata-doce
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2695,Batata-inglesa
6,Município,33,Quilogramas por Hectare,49880,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2696,Cana-de-açúcar
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,40470,Cana para forragem
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2697,Cebola
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2698,Centeio (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2699,Cevada (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2700,Ervilha (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2701,Fava (em grão)
6,Município,33,Quilogramas por Hectare,431,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2702,Feijão (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2703,Fumo (em folha)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,109179,Girassol (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2704,Juta (fibra)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2705,Linho (semente)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2706,Malva (fibra)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2707,Mamona (baga)
6,Município,33,Quilogramas por Hectare,13034,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2708,Mandioca
6,Município,33,Quilogramas por Hectare,1000,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2709,Melancia
6,Município,33,Quilogramas por Hectare,1200,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2710,Melão
6,Município,33,Quilogramas por Hectare,825,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2711,Milho (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2712,Rami (fibra)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2713,Soja (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2714,Sorgo (em grão)
6,Município,33,Quilogramas por Hectare,38000,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2715,Tomate
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,2716,Trigo (em grão)
6,Município,33,Quilogramas por Hectare,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,112,Rendimento médio da produção,109180,Triticale (em grão)
6,Município,1012,Mil Cruzeiros,4502874,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,0,Total
6,Município,1012,Mil Cruzeiros,6750,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2688,Abacaxi*
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,40471,Alfafa fenada
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2689,Algodão herbáceo (em caroço)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2690,Alho
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2691,Amendoim (em casca)
6,Município,1012,Mil Cruzeiros,54000,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2692,Arroz (em casca)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2693,Aveia (em grão)
6,Município,1012,Mil Cruzeiros,7800,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2694,Batata-doce
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2695,Batata-inglesa
6,Município,1012,Mil Cruzeiros,4364081,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2696,Cana-de-açúcar
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,40470,Cana para forragem
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2697,Cebola
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2698,Centeio (em grão)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2699,Cevada (em grão)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2700,Ervilha (em grão)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2701,Fava (em grão)
6,Município,1012,Mil Cruzeiros,8421,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2702,Feijão (em grão)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2703,Fumo (em folha)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,109179,Girassol (em grão)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2704,Juta (fibra)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2705,Linho (semente)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2706,Malva (fibra)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2707,Mamona (baga)
6,Município,1012,Mil Cruzeiros,40304,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2708,Mandioca
6,Município,1012,Mil Cruzeiros,400,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2709,Melancia
6,Município,1012,Mil Cruzeiros,702,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2710,Melão
6,Município,1012,Mil Cruzeiros,18687,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2711,Milho (em grão)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2712,Rami (fibra)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2713,Soja (em grão)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2714,Sorgo (em grão)
6,Município,1012,Mil Cruzeiros,1729,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2715,Tomate
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,2716,Trigo (em grão)
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1980,1980,215,Valor da produção,109180,Triticale (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,0,Total
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2688,Abacaxi*
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,40471,Alfafa fenada
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2689,Algodão herbáceo (em caroço)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2690,Alho
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2691,Amendoim (em casca)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2692,Arroz (em casca)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2693,Aveia (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2694,Batata-doce
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2695,Batata-inglesa
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2696,Cana-de-açúcar
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,40470,Cana para forragem
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2697,Cebola
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2698,Centeio (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2699,Cevada (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2700,Ervilha (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2701,Fava (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2702,Feijão (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2703,Fumo (em folha)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,109179,Girassol (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2704,Juta (fibra)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2705,Linho (semente)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2706,Malva (fibra)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2707,Mamona (baga)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2708,Mandioca
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2709,Melancia
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2710,Melão
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2711,Milho (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2712,Rami (fibra)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2713,Soja (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2714,Sorgo (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2715,Tomate
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,2716,Trigo (em grão)
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,109,Área plantada,109180,Triticale (em grão)
6,Município,1006,Hectares,141999,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,0,Total
6,Município,1006,Hectares,40,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2688,Abacaxi*
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,40471,Alfafa fenada
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2689,Algodão herbáceo (em caroço)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2690,Alho
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2691,Amendoim (em casca)
6,Município,1006,Hectares,3250,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2692,Arroz (em casca)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2693,Aveia (em grão)
6,Município,1006,Hectares,112,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2694,Batata-doce
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2695,Batata-inglesa
6,Município,1006,Hectares,131000,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2696,Cana-de-açúcar
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,40470,Cana para forragem
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2697,Cebola
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2698,Centeio (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2699,Cevada (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2700,Ervilha (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2701,Fava (em grão)
6,Município,1006,Hectares,2250,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2702,Feijão (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2703,Fumo (em folha)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,109179,Girassol (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2704,Juta (fibra)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2705,Linho (semente)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2706,Malva (fibra)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2707,Mamona (baga)
6,Município,1006,Hectares,780,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2708,Mandioca
6,Município,1006,Hectares,35,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2709,Melancia
6,Município,1006,Hectares,25,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2710,Melão
6,Município,1006,Hectares,4500,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2711,Milho (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2712,Rami (fibra)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2713,Soja (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2714,Sorgo (em grão)
6,Município,1006,Hectares,7,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2715,Tomate
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,2716,Trigo (em grão)
6,Município,1006,Hectares,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,216,Área colhida,109180,Triticale (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,0,Total
6,Município,1017,Toneladas,720,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2688,Abacaxi*
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,40471,Alfafa fenada
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2689,Algodão herbáceo (em caroço)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2690,Alho
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2691,Amendoim (em casca)
6,Município,1017,Toneladas,8125,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2692,Arroz (em casca)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2693,Aveia (em grão)
6,Município,1017,Toneladas,1456,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2694,Batata-doce
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2695,Batata-inglesa
6,Município,1017,Toneladas,6550000,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2696,Cana-de-açúcar
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,40470,Cana para forragem
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2697,Cebola
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2698,Centeio (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2699,Cevada (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2700,Ervilha (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2701,Fava (em grão)
6,Município,1017,Toneladas,872,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2702,Feijão (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2703,Fumo (em folha)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,109179,Girassol (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2704,Juta (fibra)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2705,Linho (semente)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2706,Malva (fibra)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2707,Mamona (baga)
6,Município,1017,Toneladas,10140,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2708,Mandioca
6,Município,1017,Toneladas,42,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2709,Melancia
6,Município,1017,Toneladas,33,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2710,Melão
6,Município,1017,Toneladas,4050,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2711,Milho (em grão)
6,Município,1017,Toneladas,NA,3301009,Campos dos Goytacazes (RJ),1981,1981,214,Quantidade produzida,2712,Rami (fibra)
