nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel,cor_ou_raca_codigo,cor_ou_raca,sexo_codigo,sexo,idade_codigo,idade
6,Município,45,Pessoas,2742,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6618,65 anos
6,Município,45,Pessoas,2187,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6619,66 anos
6,Município,45,Pessoas,2204,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6620,67 anos
6,Município,45,Pessoas,2200,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6621,68 anos
6,Município,45,Pessoas,1880,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6622,69 anos
6,Município,45,Pessoas,8740,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,93097,70 a 74 anos
6,Município,45,Pessoas,2247,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6623,70 anos
6,Município,45,Pessoas,1737,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6624,71 anos
6,Município,45,Pessoas,1729,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6625,72 anos
6,Município,45,Pessoas,1537,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6626,73 anos
6,Município,45,Pessoas,1490,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6627,74 anos
6,Município,45,Pessoas,5507,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,93098,75 a 79 anos
6,Município,45,Pessoas,1348,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6628,75 anos
6,Município,45,Pessoas,1211,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6629,76 anos
6,Município,45,Pessoas,1016,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6630,77 anos
6,Município,45,Pessoas,1025,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6631,78 anos
6,Município,45,Pessoas,907,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6632,79 anos
6,Município,45,Pessoas,3877,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,49108,80 a 84 anos
6,Município,45,Pessoas,1007,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6633,80 anos
6,Município,45,Pessoas,752,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6634,81 anos
6,Município,45,Pessoas,779,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6635,82 anos
6,Município,45,Pessoas,714,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6636,83 anos
6,Município,45,Pessoas,625,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6637,84 anos
6,Município,45,Pessoas,2042,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,49109,85 a 89 anos
6,Município,45,Pessoas,536,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6638,85 anos
6,Município,45,Pessoas,490,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6639,86 anos
6,Município,45,Pessoas,389,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6640,87 anos
6,Município,45,Pessoas,312,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6641,88 anos
6,Município,45,Pessoas,315,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6642,89 anos
6,Município,45,Pessoas,993,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,60040,90 a 94 anos
6,Município,45,Pessoas,300,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6643,90 anos
6,Município,45,Pessoas,208,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6644,91 anos
6,Município,45,Pessoas,232,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6645,92 anos
6,Município,45,Pessoas,156,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6646,93 anos
6,Município,45,Pessoas,97,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6647,94 anos
6,Município,45,Pessoas,268,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,60041,95 a 99 anos
6,Município,45,Pessoas,83,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6648,95 anos
6,Município,45,Pessoas,68,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6649,96 anos
6,Município,45,Pessoas,51,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6650,97 anos
6,Município,45,Pessoas,37,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6651,98 anos
6,Município,45,Pessoas,29,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6652,99 anos
6,Município,45,Pessoas,45,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,95251,Total,5,Mulheres,6653,100 anos ou mais
6,Município,45,Pessoas,203487,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,100362,Total
6,Município,45,Pessoas,12630,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93070,0 a 4 anos
6,Município,45,Pessoas,2405,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6557,Menos de 1 ano
6,Município,45,Pessoas,186,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93071,Menos de 1 mês
6,Município,45,Pessoas,174,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93072,1 mês
6,Município,45,Pessoas,198,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93073,2 meses
6,Município,45,Pessoas,212,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93074,3 meses
6,Município,45,Pessoas,212,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93075,4 meses
6,Município,45,Pessoas,203,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93076,5 meses
6,Município,45,Pessoas,209,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93077,6 meses
6,Município,45,Pessoas,223,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93078,7 meses
6,Município,45,Pessoas,199,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93079,8 meses
6,Município,45,Pessoas,207,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93080,9 meses
6,Município,45,Pessoas,194,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93081,10 meses
6,Município,45,Pessoas,188,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93082,11 meses
6,Município,45,Pessoas,2360,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6558,1 ano
6,Município,45,Pessoas,2544,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6559,2 anos
6,Município,45,Pessoas,2612,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6560,3 anos
6,Município,45,Pessoas,2709,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6561,4 anos
6,Município,45,Pessoas,13030,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93084,5 a 9 anos
6,Município,45,Pessoas,2522,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6562,5 anos
6,Município,45,Pessoas,2705,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6563,6 anos
6,Município,45,Pessoas,2731,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6564,7 anos
6,Município,45,Pessoas,2572,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6565,8 anos
6,Município,45,Pessoas,2500,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6566,9 anos
6,Município,45,Pessoas,11304,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93085,10 a 14 anos
6,Município,45,Pessoas,2246,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6567,10 anos
6,Município,45,Pessoas,2275,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6568,11 anos
6,Município,45,Pessoas,2337,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6569,12 anos
6,Município,45,Pessoas,2209,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6570,13 anos
6,Município,45,Pessoas,2237,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6571,14 anos
6,Município,45,Pessoas,12032,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93086,15 a 19 anos
6,Município,45,Pessoas,2352,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6572,15 anos
6,Município,45,Pessoas,2329,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6573,16 anos
6,Município,45,Pessoas,2495,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6574,17 anos
6,Município,45,Pessoas,2437,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6575,18 anos
6,Município,45,Pessoas,2419,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6576,19 anos
6,Município,45,Pessoas,13876,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93087,20 a 24 anos
6,Município,45,Pessoas,2624,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6577,20 anos
6,Município,45,Pessoas,2607,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6578,21 anos
6,Município,45,Pessoas,2925,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6579,22 anos
6,Município,45,Pessoas,2885,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6580,23 anos
6,Município,45,Pessoas,2835,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6581,24 anos
6,Município,45,Pessoas,14267,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93088,25 a 29 anos
6,Município,45,Pessoas,2984,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6582,25 anos
6,Município,45,Pessoas,2819,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6656,26 anos
6,Município,45,Pessoas,2797,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6657,27 anos
6,Município,45,Pessoas,2953,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6658,28 anos
6,Município,45,Pessoas,2714,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6659,29 anos
6,Município,45,Pessoas,14714,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93089,30 a 34 anos
6,Município,45,Pessoas,3089,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6583,30 anos
6,Município,45,Pessoas,2712,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6584,31 anos
6,Município,45,Pessoas,3146,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6585,32 anos
6,Município,45,Pessoas,2915,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6586,33 anos
6,Município,45,Pessoas,2852,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6587,34 anos
6,Município,45,Pessoas,15074,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93090,35 a 39 anos
6,Município,45,Pessoas,3098,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6588,35 anos
6,Município,45,Pessoas,2975,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6589,36 anos
6,Município,45,Pessoas,2791,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6590,37 anos
6,Município,45,Pessoas,3103,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6591,38 anos
6,Município,45,Pessoas,3107,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6592,39 anos
6,Município,45,Pessoas,15728,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93091,40 a 44 anos
6,Município,45,Pessoas,3667,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6593,40 anos
6,Município,45,Pessoas,3044,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6594,41 anos
6,Município,45,Pessoas,3528,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6595,42 anos
6,Município,45,Pessoas,2840,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6596,43 anos
6,Município,45,Pessoas,2649,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6597,44 anos
6,Município,45,Pessoas,13111,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93092,45 a 49 anos
6,Município,45,Pessoas,3049,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6598,45 anos
6,Município,45,Pessoas,2716,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6599,46 anos
6,Município,45,Pessoas,2472,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6600,47 anos
6,Município,45,Pessoas,2488,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6601,48 anos
6,Município,45,Pessoas,2386,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6602,49 anos
6,Município,45,Pessoas,12725,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93093,50 a 54 anos
6,Município,45,Pessoas,2766,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6603,50 anos
6,Município,45,Pessoas,2445,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6604,51 anos
6,Município,45,Pessoas,2653,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6605,52 anos
6,Município,45,Pessoas,2425,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6606,53 anos
6,Município,45,Pessoas,2436,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6607,54 anos
6,Município,45,Pessoas,13409,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93094,55 a 59 anos
6,Município,45,Pessoas,2673,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6608,55 anos
6,Município,45,Pessoas,2673,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6609,56 anos
6,Município,45,Pessoas,2706,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6610,57 anos
6,Município,45,Pessoas,2717,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6611,58 anos
6,Município,45,Pessoas,2640,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6612,59 anos
6,Município,45,Pessoas,12576,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93095,60 a 64 anos
6,Município,45,Pessoas,2894,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6613,60 anos
6,Município,45,Pessoas,2433,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6614,61 anos
6,Município,45,Pessoas,2622,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6615,62 anos
6,Município,45,Pessoas,2403,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6616,63 anos
6,Município,45,Pessoas,2224,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6617,64 anos
6,Município,45,Pessoas,9761,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93096,65 a 69 anos
6,Município,45,Pessoas,2354,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6618,65 anos
6,Município,45,Pessoas,1917,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6619,66 anos
6,Município,45,Pessoas,1881,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6620,67 anos
6,Município,45,Pessoas,1928,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6621,68 anos
6,Município,45,Pessoas,1681,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6622,69 anos
6,Município,45,Pessoas,7726,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93097,70 a 74 anos
6,Município,45,Pessoas,1954,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6623,70 anos
6,Município,45,Pessoas,1510,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6624,71 anos
6,Município,45,Pessoas,1538,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6625,72 anos
6,Município,45,Pessoas,1360,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6626,73 anos
6,Município,45,Pessoas,1364,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6627,74 anos
6,Município,45,Pessoas,5027,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,93098,75 a 79 anos
6,Município,45,Pessoas,1220,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6628,75 anos
6,Município,45,Pessoas,1135,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6629,76 anos
6,Município,45,Pessoas,920,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6630,77 anos
6,Município,45,Pessoas,944,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6631,78 anos
6,Município,45,Pessoas,808,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6632,79 anos
6,Município,45,Pessoas,3565,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,49108,80 a 84 anos
6,Município,45,Pessoas,901,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6633,80 anos
6,Município,45,Pessoas,723,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6634,81 anos
6,Município,45,Pessoas,701,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6635,82 anos
6,Município,45,Pessoas,670,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6636,83 anos
6,Município,45,Pessoas,570,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6637,84 anos
6,Município,45,Pessoas,1794,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,49109,85 a 89 anos
6,Município,45,Pessoas,472,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6638,85 anos
6,Município,45,Pessoas,415,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6639,86 anos
6,Município,45,Pessoas,358,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6640,87 anos
6,Município,45,Pessoas,288,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6641,88 anos
6,Município,45,Pessoas,261,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6642,89 anos
6,Município,45,Pessoas,881,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,60040,90 a 94 anos
6,Município,45,Pessoas,264,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6643,90 anos
6,Município,45,Pessoas,182,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6644,91 anos
6,Município,45,Pessoas,207,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6645,92 anos
6,Município,45,Pessoas,133,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6646,93 anos
6,Município,45,Pessoas,95,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6647,94 anos
6,Município,45,Pessoas,216,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,60041,95 a 99 anos
6,Município,45,Pessoas,66,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6648,95 anos
6,Município,45,Pessoas,58,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6649,96 anos
6,Município,45,Pessoas,44,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6650,97 anos
6,Município,45,Pessoas,26,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6651,98 anos
6,Município,45,Pessoas,22,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6652,99 anos
6,Município,45,Pessoas,41,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,6794,Total,6653,100 anos ou mais
6,Município,45,Pessoas,93921,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,100362,Total
6,Município,45,Pessoas,6362,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93070,0 a 4 anos
6,Município,45,Pessoas,1172,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,6557,Menos de 1 ano
6,Município,45,Pessoas,90,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93071,Menos de 1 mês
6,Município,45,Pessoas,86,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93072,1 mês
6,Município,45,Pessoas,92,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93073,2 meses
6,Município,45,Pessoas,100,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93074,3 meses
6,Município,45,Pessoas,101,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93075,4 meses
6,Município,45,Pessoas,99,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93076,5 meses
6,Município,45,Pessoas,107,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93077,6 meses
6,Município,45,Pessoas,109,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93078,7 meses
6,Município,45,Pessoas,90,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93079,8 meses
6,Município,45,Pessoas,107,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93080,9 meses
6,Município,45,Pessoas,96,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93081,10 meses
6,Município,45,Pessoas,95,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93082,11 meses
6,Município,45,Pessoas,1188,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,6558,1 ano
6,Município,45,Pessoas,1288,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,6559,2 anos
6,Município,45,Pessoas,1314,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,6560,3 anos
6,Município,45,Pessoas,1400,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,6561,4 anos
6,Município,45,Pessoas,6665,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,93084,5 a 9 anos
6,Município,45,Pessoas,1315,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,6562,5 anos
6,Município,45,Pessoas,1361,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,6563,6 anos
6,Município,45,Pessoas,1377,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,2776,Branca,4,Homens,6564,7 anos
