ano;competencia;nivel;ocupacao_cnes;universo;categoria_estudo;n_profissionais
2019;2019-12;ocupacao;Médico patologista clínico / medicina laboratorial;principal;Medicina;1
2019;2019-12;ocupacao;Médico pneumologista;principal;Medicina;7
2019;2019-12;ocupacao;Médico radioterapeuta;principal;Medicina;2
2019;2019-12;ocupacao;Médico residente;principal;Medicina;23
2019;2019-12;ocupacao;Médico reumatologista;principal;Medicina;11
2019;2019-12;ocupacao;Médico urologista;principal;Medicina;11
2019;2019-12;secao;OUTRAS OCUPAÇÕES DE NÍVEL SUPERIOR RELAC À SAÚDE;;;92
2019;2019-12;ocupacao;Médico veterinário;principal;Medicina;14
2019;2019-12;ocupacao;Biólogo;multiprofissional;Biologia;37
2019;2019-12;ocupacao;BioMédico;principal;Biomedicina;1
2019;2019-12;ocupacao;Coordenador Pedagógico;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Físico (medicina);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2019;2019-12;ocupacao;Físico (nuclear e reatores);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Neuropsicólogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Pedagogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2019;2019-12;ocupacao;Pesquisador em Biologia Ambiental Ecologi;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Preparador Físico;multiprofissional;Educação física;2
2019;2019-12;ocupacao;Professor de Educação Fisica Ensino Superior;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Professor de Educação Fisica Ensino Médio;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Psicopedagogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);6
2019;2019-12;ocupacao;Terapeuta ocupacional;principal;Terapia ocupacional e afins;16
2019;2019-12;secao;PESSOAL DE SAÚDE - NÍVEL TÉCNICO TÉCNICO/AUXILIAR;;;3570
2019;2019-12;secao;AUXILIAR DE ENFERMAGEM;;;822
2019;2019-12;ocupacao;Auxiliar de Enfermagem;principal;Enfermagem – técnicos e auxiliares;821
2019;2019-12;ocupacao;Auxiliar de Enfermagem do Trabalho;principal;Enfermagem – técnicos e auxiliares;1
2019;2019-12;secao;FISCAL SANITÁRIO;;;2
2019;2019-12;ocupacao;Visitador Sanitário;principal;Agentes comunitários de saúde e afins;2
2019;2019-12;secao;TÉCNICO DE ENFERMAGEM;;;2138
2019;2019-12;ocupacao;Técnico de enfermagem;principal;Enfermagem – técnicos e auxiliares;2094
2019;2019-12;ocupacao;Técnico de enfermagem de saúde da família;principal;Enfermagem – técnicos e auxiliares;26
2019;2019-12;ocupacao;Técnico de enfermagem de terapia intensiva;principal;Enfermagem – técnicos e auxiliares;4
2019;2019-12;ocupacao;Socorrista (exceto médicos e enfermeiros) habilita;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);14
2019;2019-12;secao;TÉCNICO E AUXILIAR DE FARMÁCIA;;;122
2019;2019-12;ocupacao;Auxiliar de Farmácia de Manipulação;principal;Farmácia – técnicos e auxiliares;11
2019;2019-12;ocupacao;Auxiliar técnico em laboratório de farmácia;principal;Farmácia – técnicos e auxiliares;9
2019;2019-12;ocupacao;Técnico em Farmácia;principal;Farmácia – técnicos e auxiliares;102
2019;2019-12;secao;TÉCNICO E AUXILIAR DE LABORATÓRIO;;;255
2019;2019-12;ocupacao;Auxiliar de Laboratório de Análises Clínicas;principal;Diagnóstico e laboratório – técnicos e auxiliares;16
2019;2019-12;ocupacao;Auxiliar Técnico em Patologia Clínica;principal;Diagnóstico e laboratório – técnicos e auxiliares;6
2019;2019-12;ocupacao;Técnico de laboratório de análises físico-químicas;principal;Diagnóstico e laboratório – técnicos e auxiliares;5
2019;2019-12;ocupacao;Técnico em Laboratório de Farmácia;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);5
2019;2019-12;ocupacao;Técnico em patologia clínica;principal;Diagnóstico e laboratório – técnicos e auxiliares;223
2019;2019-12;secao;TÉCNICO E AUXILIAR EM FISIOTERAPIA E REABILITAÇÃO;;;8
2019;2019-12;ocupacao;Técnico de imobilização ortopédica;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);8
2019;2019-12;secao;TÉCNICO E AUXILIAR EM SAÚDE ORAL;;;10
2019;2019-12;ocupacao;Técnico em saúde bucal;principal;Odontologia e saúde bucal;10
2019;2019-12;secao;TÉCNICO E AUXILIAR EM VIG SANITÁRIA E AMBIENTAL;;;2
2019;2019-12;ocupacao;Agente de defesa ambiental;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;secao;TÉCNICO E AUXILIAR EM RADIOLOGIA MÉDICA;;;177
2019;2019-12;ocupacao;Auxiliar de Radiologia (Revelação Fotográfica);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Técnico em radiologia e imagenologia;principal;Diagnóstico e laboratório – técnicos e auxiliares;175
2019;2019-12;secao;OUTRAS OCUPAÇÕES NÍVEL TÉCNICO E AUXILIAR EM SAÚD;;;34
2019;2019-12;ocupacao;Instrumentador Cirúrgico;principal;Instrumentação cirúrgica;31
2019;2019-12;ocupacao;Técnico de Alimentos;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2019;2019-12;secao;PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR;;;2645
2019;2019-12;secao;AGENTE COMUNITÁRIO DE SAÚDE;;;220
2019;2019-12;ocupacao;Agente comunitário de saúde;principal;Agentes comunitários de saúde e afins;220
2019;2019-12;secao;AGENTE DE SAÚDE PÚBLICA;;;17
2019;2019-12;ocupacao;Agente de saúde pública agente de saneam;principal;Agentes de combate às endemias;17
2019;2019-12;secao;ATENDENTE DE ENFERMAGEM/AUX OPER SERV DIV E ASSEM;;;141
2019;2019-12;ocupacao;Atendente de consultório dentario;principal;Odontologia e saúde bucal;109
2019;2019-12;ocupacao;Atendente de enfermagem atend berçario;principal;Agentes comunitários de saúde e afins;10
2019;2019-12;ocupacao;Atendente de farmácia balconista;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);22
2019;2019-12;secao;OUTRAS OCUPAÇÕES NÍVEL ELEMENTAR EM SAÚDE;;;2267
2019;2019-12;secao;PESSOAL ADMINISTRATIVO;;;2267
2019;2019-12;secao;ADMINISTRAÇÃO;;;1295
2019;2019-12;ocupacao;Administrador;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);18
2019;2019-12;ocupacao;Advogado;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Almoxarife;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2019;2019-12;ocupacao;Analista de suporte computacional;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Arquiteto de edificacoes;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Arquivista;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Arquivista de documentos;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2019;2019-12;ocupacao;Assistente tecnico administrativo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);365
2019;2019-12;ocupacao;Atendente de ambulatorio ou clínica;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);152
2019;2019-12;ocupacao;Auxiliar de contabilidade;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2019;2019-12;ocupacao;Auxiliar de escritorio em geral auxiliar;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);259
2019;2019-12;ocupacao;Auxiliar de faturamento;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);34
2019;2019-12;ocupacao;Auxiliar de pessoal;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2019;2019-12;ocupacao;Comprador;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Contador;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2019;2019-12;ocupacao;Continuo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Digitador;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);39
2019;2019-12;ocupacao;Diretor administrativo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);12
2019;2019-12;ocupacao;Diretor de manutenção;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Diretor de recursos humanos;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Diretor de serviços de informatica;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2019;2019-12;ocupacao;Diretor de serviços de saude diretor cli;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);28
2019;2019-12;ocupacao;Engenheiro de seguranca do trabalho;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Gerente administrativo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);10
2019;2019-12;ocupacao;Gerente de almoxarifado;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Gerente de departamento pessoal;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Gerente de projetos de tecnologia da info;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Gerente de recursos humanos;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Gerente de serviços de saude administrado;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);120
2019;2019-12;ocupacao;Gerente de suporte tecnico de tecnologia;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Gerente financeiro;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Operador de computador inclusive microcom;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Operador de radiochamada;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2019;2019-12;ocupacao;Programador de sistemas de informacao;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Recepcionista em geral;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);102
2019;2019-12;ocupacao;Secretaria executiva;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);9
2019;2019-12;ocupacao;Supervisor administrativo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);16
2019;2019-12;ocupacao;Supervisor de controle patrimonial;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Supervisor de tesouraria;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2019;2019-12;ocupacao;Tecnico de apoio usuário inform helpdesk;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);5
2019;2019-12;ocupacao;Tecnico de contabilidade;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Tecnico em manutenção de equip informátic;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);5
2019;2019-12;ocupacao;Tecnico em segurança no trabalho;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);19
2019;2019-12;ocupacao;Telefonista;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);49
2019;2019-12;secao;SERVIÇO DE LIMPEZA/CONSERVAÇÃO;;;8
2019;2019-12;ocupacao;de higiene e segurança;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Auxiliar de lavanderia;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);5
2019;2019-12;ocupacao;Eletricista de instalações;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;ocupacao;Operador de caldeira;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2019;2019-12;secao;SEGURANÇA;;;13
2019;2019-12;ocupacao;Agente de segurança;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);10
2019;2019-12;ocupacao;Vigilante;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2019;2019-12;secao;OUTRAS OCUPAÇÕES ADMINISTRATIVAS;;;951
2019;2019-12;ocupacao;Copeiro;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Copeiro de hospital;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);8
2019;2019-12;ocupacao;Cozinheiro de hospital;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2019;2019-12;ocupacao;Motorista de carro de passeio;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);13
2019;2019-12;ocupacao;Motorista de furgão ou veículo similar;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2019;2019-12;ocupacao;Trabalhador de serviços de manutenção;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);922
2020;2020-12;secao;PESSOAL DE SAÚDE - NÍVEL SUPERIOR;;;4082
2020;2020-12;secao;ANESTESISTA;;;47
2020;2020-12;ocupacao;Médico Anestesiologista;principal;Medicina;47
2020;2020-12;secao;ASSISTENTE SOCIAL;;;188
2020;2020-12;ocupacao;Assistente Social;multiprofissional;Serviço social;188
2020;2020-12;secao;BIOQUÍMICO/FARMACÊUTICO;;;109
2020;2020-12;ocupacao;Farmacêutico;principal;Farmácia;109
2020;2020-12;secao;CIRURGIÃO GERAL;;;36
2020;2020-12;ocupacao;Médico Cirurgião Geral;principal;Medicina;36
2020;2020-12;secao;CLÍNICO GERAL;;;408
2020;2020-12;ocupacao;Médico Clínico;principal;Medicina;408
2020;2020-12;secao;ENFERMEIRO;;;831
2020;2020-12;ocupacao;Outros enfermeiros;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);7
2020;2020-12;ocupacao;Enfermeiro;principal;Enfermagem – enfermeiros;745
2020;2020-12;ocupacao;Enfermeiro auditor;principal;Enfermagem – enfermeiros;9
2020;2020-12;ocupacao;Enfermeiro da estratégia de saúde da família;principal;Enfermagem – enfermeiros;21
2020;2020-12;ocupacao;Enfermeiro de centro cir£rgico;principal;Enfermagem – enfermeiros;1
2020;2020-12;ocupacao;Enfermeiro de terapia intensiva;principal;Enfermagem – enfermeiros;25
2020;2020-12;ocupacao;Enfermeiro do trabalho;principal;Enfermagem – enfermeiros;9
2020;2020-12;ocupacao;Enfermeiro nefrologista;principal;Enfermagem – enfermeiros;3
2020;2020-12;ocupacao;Enfermeiro obstétrico;principal;Enfermagem – enfermeiros;8
2020;2020-12;ocupacao;Enfermeiro psiquiátrico;principal;Enfermagem – enfermeiros;2
2020;2020-12;ocupacao;Enfermeiro sanitarista;principal;Enfermagem – enfermeiros;1
2020;2020-12;secao;FISIOTERAPEUTA;;;474
2020;2020-12;ocupacao;Fisioterapeuta geral;principal;Fisioterapia;473
2020;2020-12;ocupacao;Fisioterapeuta neurofuncional;principal;Fisioterapia;1
2020;2020-12;secao;FONOAUDIÓLOGO;;;86
2020;2020-12;ocupacao;Fonoaudiólogo;principal;Fonoaudiologia;86
2020;2020-12;secao;GINECO OBSTETRA;;;119
2020;2020-12;ocupacao;Médico Ginecologista Obstetra;principal;Medicina;119
2020;2020-12;secao;MÉDICO DE FAMÍLIA;;;11
2020;2020-12;ocupacao;Médico da estratégia de Saúde da Família;principal;Medicina;10
2020;2020-12;ocupacao;Médico de família e comunidade;principal;Medicina;1
2020;2020-12;secao;NUTRICIONISTA;;;95
2020;2020-12;ocupacao;Nutricionista;principal;Nutrição;95
2020;2020-12;secao;ODONTÓLOGO;;;560
2020;2020-12;ocupacao;Cirurgião dentista - auditor;principal;Odontologia e saúde bucal;1
2020;2020-12;ocupacao;Cirurgião dentista - clínico geral;principal;Odontologia e saúde bucal;450
2020;2020-12;ocupacao;Cirurgião dentista - endodontista;principal;Odontologia e saúde bucal;25
2020;2020-12;ocupacao;Cirurgião dentista - estomatologista;principal;Odontologia e saúde bucal;2
2020;2020-12;ocupacao;Cirurgião dentista - odontologia para pacientes co;principal;Odontologia e saúde bucal;1
2020;2020-12;ocupacao;Cirurgião dentista - odontopediatra;principal;Odontologia e saúde bucal;14
2020;2020-12;ocupacao;Cirurgião dentista - ortopedista e ortodontista;principal;Odontologia e saúde bucal;15
2020;2020-12;ocupacao;Cirurgião dentista - periodontista;principal;Odontologia e saúde bucal;7
2020;2020-12;ocupacao;Cirurgião dentista - protesista;principal;Odontologia e saúde bucal;9
2020;2020-12;ocupacao;Cirurgião dentista - radiologista;principal;Odontologia e saúde bucal;5
2020;2020-12;ocupacao;Cirurgião dentista - traumatologista bucomaxilofac;principal;Odontologia e saúde bucal;17
2020;2020-12;ocupacao;Cirurgião-dentista da estratégia de saúde da famíl;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);14
2020;2020-12;secao;PEDIATRA;;;218
2020;2020-12;ocupacao;Médico Pediatra;principal;Medicina;218
2020;2020-12;secao;PSICÓLOGO;;;211
2020;2020-12;ocupacao;Psicólogo Clínico;multiprofissional;Psicologia;201
2020;2020-12;ocupacao;Psicólogo do Trabalho;multiprofissional;Psicologia;1
2020;2020-12;ocupacao;Psicólogo Social;multiprofissional;Psicologia;1
2020;2020-12;ocupacao;Psicólogo Educacional;multiprofissional;Psicologia;2
2020;2020-12;ocupacao;Psicólogo Hospitalar;multiprofissional;Psicologia;6
2020;2020-12;secao;PSIQUIATRA;;;18
2020;2020-12;ocupacao;Médico psiquiatra;principal;Medicina;18
2020;2020-12;secao;RADIOLOGISTA;;;43
2020;2020-12;ocupacao;Médico em radiologia e diagnóstico por imagem;principal;Medicina;43
2020;2020-12;secao;SANITARISTA;;;1
2020;2020-12;ocupacao;Médico sanitarista;principal;Medicina;1
2020;2020-12;secao;OUTRAS ESPECIALIDADES MÉDICAS;;;524
2020;2020-12;ocupacao;Médico acupunturista;principal;Medicina;1
2020;2020-12;ocupacao;Médico alergista e imunologista;principal;Medicina;12
2020;2020-12;ocupacao;Médico anatomopatologista;principal;Medicina;4
2020;2020-12;ocupacao;Médico angiologista;principal;Medicina;14
2020;2020-12;ocupacao;Médico Cardiologista Intervencionista;principal;Medicina;1
2020;2020-12;ocupacao;Médico cardiologista;principal;Medicina;88
2020;2020-12;ocupacao;Médico cirurgião cardiovascular;principal;Medicina;1
2020;2020-12;ocupacao;Médico cirurgião de cabeça e pescoço;principal;Medicina;3
2020;2020-12;ocupacao;Médico cirurgião do aparelho digestivo;principal;Medicina;3
2020;2020-12;ocupacao;Médico cirurgião pediátrico;principal;Medicina;1
2020;2020-12;ocupacao;Médico cirurgião plástico;principal;Medicina;5
2020;2020-12;ocupacao;Médico cirurgião torácico;principal;Medicina;2
2020;2020-12;ocupacao;Médico coloproctologista;principal;Medicina;3
2020;2020-12;ocupacao;Médico dermatologista;principal;Medicina;23
2020;2020-12;ocupacao;Médico do trabalho;principal;Medicina;15
2020;2020-12;ocupacao;Médico em cirurgia vascular;principal;Medicina;3
2020;2020-12;ocupacao;Médico em endoscopia;principal;Medicina;2
2020;2020-12;ocupacao;Médico em medicina intensiva;principal;Medicina;26
2020;2020-12;ocupacao;Médico em medicina nuclear;principal;Medicina;3
2020;2020-12;ocupacao;Médico endocrinologista e metabologista;principal;Medicina;12
2020;2020-12;ocupacao;Médico fisiatra;principal;Medicina;4
2020;2020-12;ocupacao;Médico gastroenterologista;principal;Medicina;16
2020;2020-12;ocupacao;Médico geneticista;principal;Medicina;1
2020;2020-12;ocupacao;Médico geriatra;principal;Medicina;5
2020;2020-12;ocupacao;Médico hematologista;principal;Medicina;2
2020;2020-12;ocupacao;Médico infectologista;principal;Medicina;13
2020;2020-12;ocupacao;Médico mastologista;principal;Medicina;2
2020;2020-12;ocupacao;Médico nefrologista;principal;Medicina;23
2020;2020-12;ocupacao;Médico neurocirurgião;principal;Medicina;6
2020;2020-12;ocupacao;Médico neurologista;principal;Medicina;33
2020;2020-12;ocupacao;Médico nutrologista;principal;Medicina;3
2020;2020-12;ocupacao;Médico oftalmologista;principal;Medicina;49
2020;2020-12;ocupacao;Médico oncologista clínico;principal;Medicina;25
2020;2020-12;ocupacao;Médico ortopedista e traumatologista;principal;Medicina;41
2020;2020-12;ocupacao;Médico otorrinolaringologista;principal;Medicina;23
2020;2020-12;ocupacao;Médico patologista;principal;Medicina;1
2020;2020-12;ocupacao;Médico patologista clínico / medicina laboratorial;principal;Medicina;1
2020;2020-12;ocupacao;Médico pneumologista;principal;Medicina;6
2020;2020-12;ocupacao;Médico radioterapeuta;principal;Medicina;3
2020;2020-12;ocupacao;Médico residente;principal;Medicina;26
2020;2020-12;ocupacao;Médico reumatologista;principal;Medicina;10
2020;2020-12;ocupacao;Médico urologista;principal;Medicina;9
2020;2020-12;secao;OUTRAS OCUPAÇÕES DE NÍVEL SUPERIOR RELAC À SAÚDE;;;103
2020;2020-12;ocupacao;Médico veterinário;principal;Medicina;13
2020;2020-12;ocupacao;Biólogo;multiprofissional;Biologia;45
2020;2020-12;ocupacao;BioMédico;principal;Biomedicina;2
2020;2020-12;ocupacao;Coordenador Pedagógico;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2020;2020-12;ocupacao;Físico (medicina);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2020;2020-12;ocupacao;Físico (nuclear e reatores);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2020;2020-12;ocupacao;Neuropsicólogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2020;2020-12;ocupacao;Pedagogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2020;2020-12;ocupacao;Pesquisador em Biologia Ambiental Ecologi;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2020;2020-12;ocupacao;Preparador Físico;multiprofissional;Educação física;2
2020;2020-12;ocupacao;Professor de Educação Fisica Ensino Médio;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2020;2020-12;ocupacao;Psicopedagogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);8
2020;2020-12;ocupacao;Terapeuta ocupacional;principal;Terapia ocupacional e afins;18
2020;2020-12;secao;PESSOAL DE SAÚDE - NÍVEL TÉCNICO TÉCNICO/AUXILIAR;;;3978
2020;2020-12;secao;AUXILIAR DE ENFERMAGEM;;;815
2020;2020-12;ocupacao;Auxiliar de Enfermagem;principal;Enfermagem – técnicos e auxiliares;814
2020;2020-12;ocupacao;Auxiliar de Enfermagem do Trabalho;principal;Enfermagem – técnicos e auxiliares;1
2020;2020-12;secao;FISCAL SANITÁRIO;;;2
2020;2020-12;ocupacao;Visitador Sanitário;principal;Agentes comunitários de saúde e afins;2
2020;2020-12;secao;TÉCNICO DE ENFERMAGEM;;;2553
2020;2020-12;ocupacao;Técnico de enfermagem;principal;Enfermagem – técnicos e auxiliares;2506
2020;2020-12;ocupacao;Técnico de enfermagem de saúde da família;principal;Enfermagem – técnicos e auxiliares;29
2020;2020-12;ocupacao;Técnico de enfermagem de terapia intensiva;principal;Enfermagem – técnicos e auxiliares;4
2020;2020-12;ocupacao;Socorrista (exceto médicos e enfermeiros) habilita;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);14
2020;2020-12;secao;TÉCNICO E AUXILIAR DE FARMÁCIA;;;122
2020;2020-12;ocupacao;Auxiliar de Farmácia de Manipulação;principal;Farmácia – técnicos e auxiliares;10
2020;2020-12;ocupacao;Auxiliar técnico em laboratório de farmácia;principal;Farmácia – técnicos e auxiliares;7
2020;2020-12;ocupacao;Técnico em Farmácia;principal;Farmácia – técnicos e auxiliares;105
2020;2020-12;secao;TÉCNICO E AUXILIAR DE LABORATÓRIO;;;261
2020;2020-12;ocupacao;Auxiliar de Laboratório de Análises Clínicas;principal;Diagnóstico e laboratório – técnicos e auxiliares;16
2020;2020-12;ocupacao;Auxiliar Técnico em Patologia Clínica;principal;Diagnóstico e laboratório – técnicos e auxiliares;16
2020;2020-12;ocupacao;Técnico de laboratório de análises físico-químicas;principal;Diagnóstico e laboratório – técnicos e auxiliares;4
2020;2020-12;ocupacao;Técnico em Laboratório de Farmácia;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2020;2020-12;ocupacao;Técnico em patologia clínica;principal;Diagnóstico e laboratório – técnicos e auxiliares;221
2020;2020-12;secao;TÉCNICO E AUXILIAR EM FISIOTERAPIA E REABILITAÇÃO;;;8
2020;2020-12;ocupacao;Técnico de imobilização ortopédica;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);8
2020;2020-12;secao;TÉCNICO E AUXILIAR EM SAÚDE ORAL;;;9
2020;2020-12;ocupacao;Técnico em saúde bucal;principal;Odontologia e saúde bucal;9
2020;2020-12;secao;TÉCNICO E AUXILIAR EM VIG SANITÁRIA E AMBIENTAL;;;1
2020;2020-12;ocupacao;Agente de defesa ambiental;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2020;2020-12;secao;TÉCNICO E AUXILIAR EM RADIOLOGIA MÉDICA;;;172
2020;2020-12;ocupacao;Auxiliar de Radiologia (Revelação Fotográfica);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2020;2020-12;ocupacao;Técnico em radiologia e imagenologia;principal;Diagnóstico e laboratório – técnicos e auxiliares;170
2020;2020-12;secao;OUTRAS OCUPAÇÕES NÍVEL TÉCNICO E AUXILIAR EM SAÚD;;;35
2020;2020-12;ocupacao;Instrumentador Cirúrgico;principal;Instrumentação cirúrgica;32
2020;2020-12;ocupacao;Técnico de Alimentos;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2020;2020-12;secao;PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR;;;2663
2020;2020-12;secao;AGENTE COMUNITÁRIO DE SAÚDE;;;222
2020;2020-12;ocupacao;Agente comunitário de saúde;principal;Agentes comunitários de saúde e afins;222
2020;2020-12;secao;AGENTE DE SAÚDE PÚBLICA;;;16
2020;2020-12;ocupacao;Agente de saúde pública agente de saneam;principal;Agentes de combate às endemias;16
2020;2020-12;secao;ATENDENTE DE ENFERMAGEM/AUX OPER SERV DIV E ASSEM;;;143
2020;2020-12;ocupacao;Atendente de consultório dentario;principal;Odontologia e saúde bucal;109
2020;2020-12;ocupacao;Atendente de enfermagem atend berçario;principal;Agentes comunitários de saúde e afins;8
2020;2020-12;ocupacao;Atendente de farmácia balconista;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);26
2020;2020-12;secao;OUTRAS OCUPAÇÕES NÍVEL ELEMENTAR EM SAÚDE;;;2282
2020;2020-12;secao;PESSOAL ADMINISTRATIVO;;;2282
2020;2020-12;secao;ADMINISTRAÇÃO;;;1379
2020;2020-12;ocupacao;Administrador;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);20
2020;2020-12;ocupacao;Advogado;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2020;2020-12;ocupacao;Almoxarife;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2020;2020-12;ocupacao;Analista de suporte computacional;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2020;2020-12;ocupacao;Arquiteto de edificacoes;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2020;2020-12;ocupacao;Arquivista;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
