APRZ_23_002;APRZ_23_003;APRZ_23_004;_endpoint;_modulo;cd_dimensao;cd_indicador;cd_mun_ibge;cd_municipio_ibge_dv;cd_uf;ds_agreg_primaria;ds_agreg_secundaria;ds_fonte;ds_indicador;ds_indicador_completo;ds_indicador_curto;ds_indicador_prefixo;ds_indicador_radical;media_br;media_uf;nm_municipio;nm_municipio_uf;nm_uf;nu_competencia;nu_competencia_max;nu_competencia_min;pct_br;pct_uf;rank_br;rank_br_total;rank_uf;rank_uf_total;spai_ds;vl_indicador;vl_indicador_br;vl_indicador_txt;vl_indicador_uf
;;;indicadoresmunicipais;trabalhoinfantil;5;05_04_02_00;3301009;;33;filhos de 4 a 6 anos;;IBGE - Censo Demográfico;Proporção das mulheres de 16 anos a 49 anos ocupadas com filhos de 4 a 6 anos (Percentual);null;Mulheres de 16 a 49 anos ocupadas com filhos;(Percentual);Mulheres de 16 anos a 49 anos ocupadas com filhos de 4 a 6 anos;13.07401617250674;10.378260869565219;;Campos dos Goytacazes/RJ;Rio de Janeiro;2010;2010;2010;0.015256284970909974;1.1625471302890658;3699;5565;27;92;;11.1;;;9.4
;;;indicadoresmunicipais;trabalhoinfantil;;06_05_13_00;3301009;;33;Total;0 a 17 anos;MS - SINAN;Notificações Relacionadas ao Trabalho no SINAN - Total - 0 a 17 anos;Notificações Relacionadas ao Trabalho no Sistema de Informação de Agravos de Notificação (SINAN) - Total - 0 a 17 anos;Notificações Relacionadas ao Trabalho no SINAN;(quantidade);Notificações Relacionadas ao Trabalho no SINAN - Total - 0 a 17 anos;3.467041800643087;5.033333333333333;;Campos dos Goytacazes/RJ;Rio de Janeiro;2016;2022;2007;0.4405286343612335;12.582781456953644;33;5570;2;92;;19;4313;;151
;;;indicadoresmunicipais;trabalhoinfantil;0;00_01_02_03;3301009;;33;Fraudes nas Relações de Trabalho;Denúncias Recebidas;MPT - GAIA;Atuação do MPT - Denúncias Recebidas - Fraudes nas Relações de Trabalho;null;Atuação do MPT;(Quantidade);Atuação do MPT - Denúncias Recebidas - Fraudes nas Relações de Trabalho;3.4484848484848483;4.615384615384615;;Campos dos Goytacazes/RJ;Rio de Janeiro;2012;2018;2012;0.39543057996485065;7.5;36;5565;2;92;;9;2276;;120
;;;indicadoresmunicipais;trabalhoinfantil;0;00_01_05_02;3301009;;33;Trabalho Escravo e Tráfico de Pessoas;Procedimentos Promocionais de Políticas Públicas;MPT - GAIA;Atuação do MPT - Promoção de Políticas Públicas - Trabalho Escravo e Tráfico de Pessoas;null;Atuação do MPT;(Quantidade);Atuação do MPT - Procedimentos Promocionais de Políticas Públicas Iniciados - Trabalho Escravo e Tráfico de Pessoas;0;0;;Campos dos Goytacazes/RJ;Rio de Janeiro;2017;2018;2012;0;0;1;5570;1;92;;0;0;;0
;;;indicadoresmunicipais;trabalhoinfantil;6;06_01_01_37;3301009;;33;Homens;16 ou 17 anos;IBGE - Censo Demográfico;Nível de ocupação desta população em relação à população ocupada (Percentual), na semana de referência - Homens (16 ou 17 anos);null;Nível de ocupação em relação à população ocupada;(Percentual);Nível de ocupação em relação à população ocupada - Homens - 16 ou 17 anos;39.97367475292007;26.210869565217397;;Campos dos Goytacazes/RJ;Rio de Janeiro;2010;2010;2010;0.008181485119362017;0.754748279008045;5114;5565;78;92;;18.2;;;19.8
;;;indicadoresmunicipais;trabalhoinfantil;;DISQUE100;3301009;;33;Trabalho Infantil;Trabalho infantil doméstico (TID);Disque Direitos Humanos (Disque 100);Denuncias apresentadas ao Disque Direitos Humanos (Disque 100);Denuncias apresentadas ao Disque Direitos Humanos (Disque 100);Denuncias ao Disque Direitos Humanos - Disque 100;(Quantidade);Denuncias apresentadas ao Disque Direitos Humanos (Disque 100);2.1061588330632093;3.672727272727273;;Campos dos Goytacazes/RJ;Rio de Janeiro;2012;2019;2012;0.038476337052712584;0.49504950495049505;457;5565;32;92;;1;4859;Até 10;607
;;;indicadoresmunicipais;trabalhoinfantil;;DISQUE100;3301009;;33;Trabalho Infantil;Em ruas e logradouros, mendicância e catação de lixo;Disque Direitos Humanos (Disque 100);Denuncias apresentadas ao Disque Direitos Humanos (Disque 100);Denuncias apresentadas ao Disque Direitos Humanos (Disque 100);Denuncias ao Disque Direitos Humanos - Disque 100;(Quantidade);Denuncias apresentadas ao Disque Direitos Humanos (Disque 100);1.2536997885835095;1.6785714285714286;;Campos dos Goytacazes/RJ;Rio de Janeiro;2012;2019;2012;0.16863406408094433;2.127659574468085;78;5565;9;92;;1;1365;Até 10;157
;;;indicadoresmunicipais;trabalhoinfantil;10;10_07_12_00;3301009;;33;Mulheres;;IBGE - Censo Demográfico;Nível de ocupação da população de 16 a 64 anos de idade, ocupada, que vive em domicílios com rendimento domiciliar per capita de até R$ 70,00 mensais (Percentual) - Mulheres;null;Nível de ocupação da população de 16 a 64 anos com rendimento domiciliar per capita de até R$ 70,00 mensais;(Percentual);Nível de ocupação da população de 16 a 64 anos com rendimento domiciliar per capita de até R$ 70,00 mensais - Mulheres;20.974016172506733;7.2891304347826065;;Campos dos Goytacazes/RJ;Rio de Janeiro;2010;2010;2010;0.005397514059239003;0.9394572025052195;4515;5565;38;92;;6.3;;;4.5
;;;indicadoresmunicipais;trabalhoinfantil;6;06_04_06_03;3301009;;33;Anulado;;MEC - INEP;Trabalho Infantil - Prova Brasil (5 ano)- Trabalho Fora de Casa - Anulado;null;Prova Brasil (5 ano) - Trabalho Fora de Casa;(Quantidade);Trabalho Infantil - Prova Brasil (5 ano)- Trabalho Fora de Casa - Anulado;91.31040331699963;342.9347826086956;;Campos dos Goytacazes/RJ;Rio de Janeiro;2015;2017;2009;0.19030202706747054;2.9223454833597464;60;5570;6;92;;922;524098;;31550
;;;indicadoresmunicipais;trabalhoinfantil;0;00_01_01_07;3301009;;33;Trabalho Infantil;Ações Civis Públicas Ajuizadas;MPT - GAIA;Atuação do MPT - Ações Civis Públicas Ajuizadas - Trabalho Infantil;null;Atuação do MPT;(Quantidade);Atuação do MPT - Ações Civis Públicas Ajuizadas - Trabalho Infantil;0.12660550458715597;0.17142857142857143;;Campos dos Goytacazes/RJ;Rio de Janeiro;2017;2018;2012;0.7246376811594203;16.666666666666664;27;5570;3;92;;1;138;;6
;;;indicadoresmunicipais;trabalhoinfantil;5;05_03_01_03;3301009;;33;filhos de 0 a 3 anos;Um ou todos na creche;IBGE - Censo Demográfico;Mulheres de 16 anos a 49 anos ocupadas com filhos de 0 a 3 anos (Pessoas) - Algum (ou todos) filho(s) frequenta(m) creche;null;Mulheres de 16 a 49 anos ocupadas com filhos;(Quantidade);Mulheres de 16 a 49 anos ocupadas com filhos de 0 a 3 anos - Algum (ou todos) filho(s) frequenta(m) creche;348.9752021563342;1610.6304347826087;;Campos dos Goytacazes/RJ;Rio de Janeiro;2010;2010;2010;0.26976690059509373;3.5356125740663256;44;5565;5;92;;5239;;;148178
;;;indicadoresmunicipais;trabalhoinfantil;10;10_12_01_01;3301009;;33;Auxílio-doença (B31);;INSS - SUB/Concessão;Duração de Benefícios Previdenciários - Auxílio-doença (B31);null;Duração de Benefícios Previdenciários;(Dias Perdidos);Duração de Benefícios Previdenciários - Auxílio-doença (B31);93293.72555715313;533341.6195652174;;Campos dos Goytacazes/RJ;Rio de Janeiro;2009;2018;2000;0.39062156773707424;4.132401149446816;33;5565;4;92;;2027663;530704215;;49067429
;;;indicadoresmunicipais;trabalhoinfantil;;AEAT_R_AT_DE2002A2023_TIPO;3301009;;33;Sem Comunicação;;Anuário Estatístico de Acidentes do Trabalho (Previdência Social);Acidentes de Trabalho Registrados (por tipo);Acidentes de Trabalho Registrados (por tipo);Acidentes de Trabalho Registrados (por tipo);(quantidade);Acidentes de Trabalho Registrados (por tipo);0;0;;Campos dos Goytacazes/RJ;Rio de Janeiro;2003;2023;2002;0;0;1;5565;1;92;;0;0;;0
;;;indicadoresmunicipais;trabalhoinfantil;6;06_04_02_03;3301009;;33;Anulado;;MEC - INEP;Trabalho Infantil - Prova Brasil (9 ano)- Trabalho Fora de Casa - Anulado;null;Prova Brasil (9 ano) - Trabalho Fora de Casa;(Quantidade);Trabalho Infantil - Prova Brasil (9 ano)- Trabalho Fora de Casa - Anulado;2.0611510791366907;3.772727272727273;;Campos dos Goytacazes/RJ;Rio de Janeiro;2011;2017;2009;0.034904013961605584;1.2048192771084338;470;5565;13;92;;1;2865;;83
;;;indicadoresmunicipais;trabalhoinfantil;;MIGRA_ATIVOS;3301009;;33;América do Sul ou Central;;Relação Anual de Informações Sociais (RAIS;;Migrantes de Outras Nacionalidades no Mercado de Trabalho Formal Brasileiro;;;;57.2801724137931;66.16417910447761;;Campos dos Goytacazes/RJ;Rio de Janeiro;2019;2019;2019;0.02675562913353567;0.7218587863749154;352;5570;13;92;;32;118415;De 11 a 50;4387
;;;indicadoresmunicipais;trabalhoinfantil;;10_13_01_01;3301009;;33;;;INSS, RAIS;Acidentalidade no Trabalho - Acidentes de trabalho notificados em relação ao número de expostos;Acidentalidade no Trabalho - Acidentes de trabalho notificados em relação ao número de expostos;Acidentalidade no Trabalho - Acidentes de trabalho notificados em relação ao número de expostos;;Acidentalidade no Trabalho - Acidentes de trabalho notificados em relação ao número de expostos;0.017607114289293995;0.010720286251640516;;Campos dos Goytacazes/RJ;Rio de Janeiro;2018;2020;2002;0.016350555021854184;1.4078089936050822;2190;5570;22;92;;0.013884746167154;0.016500317356525;;0.011639407673613
;;;indicadoresmunicipais;trabalhoinfantil;1;01_16_02_00;3301009;;33;;;IBGE - PIB dos Municípios;Produto Interno Bruto per capita (R$ 1,00);null;PIB per capita;(R$);PIB - Produto Interno Bruto per capita;14435.345229110513;31800.747173913034;;Campos dos Goytacazes/RJ;Rio de Janeiro;2011;2016;2010;0.13569949118675292;3.726021969254114;24;5565;5;92;;109011.06;;;
;;;indicadoresmunicipais;trabalhoinfantil;6;06_01_03_20;3301009;;33;;;ME - RAIS;Número de postos (cota) considerando ocupações que exijam formação profissional;null;Número de postos (cota) considerando ocupações que exijam formação profissional;(Quantidade);Aprendizagem - Número de postos considerando ocupações que exijam formação profissional;272.6423698384201;1530.445652173913;;Campos dos Goytacazes/RJ;Rio de Janeiro;2014;2017;2012;0.21150809485993186;2.2812337980554114;69;5570;7;92;;3212;1518506;;140795
;;;indicadoresmunicipais;trabalhoinfantil;10;10_07_11_00;3301009;;33;Homens;;IBGE - Censo Demográfico;Nível de ocupação da população de 16 a 64 anos de idade, ocupada, que vive em domicílios com rendimento domiciliar per capita de até R$ 70,00 mensais (Percentual) - Homens;null;Nível de ocupação da população de 16 a 64 anos com rendimento domiciliar per capita de até R$ 70,00 mensais;(Percentual);Nível de ocupação da população de 16 a 64 anos com rendimento domiciliar per capita de até R$ 70,00 mensais - Homens;35.53191374663072;13.330434782608696;;Campos dos Goytacazes/RJ;Rio de Janeiro;2010;2010;2010;0.005057271066189058;0.8153946510110893;4654;5565;45;92;;10;;;5.6
;;;indicadoresmunicipais;trabalhoinfantil;;c3_CREAS;3301009;;33;;;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;;Crianças ou adolescentes sobreviventes de exploração sexual inseridas em acompanhamento do Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos (PAEFI) no Centro de Referência Especializado de Assistência Social (CREAS);Crianças e adolescentes sobreviventes de exploração sexual com acompanhamento pelo PAEFI no CREAS;(Quantidade);;0.754296875;0.6590909090909091;;Campos dos Goytacazes/RJ;Rio de Janeiro;2022;2022;2022;0.05178663904712584;1.7241379310344827;339;5570;13;92;;1;1931;;58
;;;indicadoresmunicipais;trabalhoinfantil;;06_05_01_79;3301009;;33;Exposicão a material biológico;5 a 13 anos (Trabalho proibido);MS - SINAN;Notificações Relacionadas ao Trabalho no SINAN - Exposicão a material biológico - 5 a 13 anos;Notificações Relacionadas ao Trabalho no Sistema de Informação de Agravos de Notificação (SINAN) - Exposicão a material biológico - 5 a 13 anos;Notificações Relacionadas ao Trabalho no SINAN;(quantidade);Notificações Relacionadas ao Trabalho no SINAN - Exposicão a material biológico - 5 a 13 anos;1.507462686567164;1.75;;Campos dos Goytacazes/RJ;Rio de Janeiro;2018;2024;2007;4.9504950495049505;35.714285714285715;2;5570;1;92;;5;101;;14
;;;indicadoresmunicipais;trabalhoinfantil;;10_11_01_05;3301009;;33;Pensão por morte por acidente do trabalho (B93);;Instituto Nacional do Seguro Social (INSS);Despesa Previdenciária - Pensão por morte por acidente do trabalho (B93);Despesa Previdenciária - Pensão por morte por acidente do trabalho (B93);Despesa Previdenciária - B93;(Valor em R$);Despesa Previdenciária - Pensão por morte por acidente do trabalho (B93);415418.4976640419;2455668.030217391;;Campos dos Goytacazes/RJ;Rio de Janeiro;2017;2021;2012;0.4070257971964356;3.9921173042630977;33;5570;5;92;;9019049.65;2216241162.22;;225921458.78
;;;indicadoresmunicipais;trabalhoinfantil;;SUAS20_CRAS_DG;3301009;;33;;;Ministério da Cidadania;CRAS - Centros de Referência de Assistência Social;CRAS - Centros de Referência de Assistência Social;CRAS - Centros de Referência de Assistência Social;Quantidade;CRAS - Centros de Referência de Assistência Social;1.5460787856884712;4.978260869565218;;Campos dos Goytacazes/RJ;Rio de Janeiro;2022;2022;2022;0.15194015895278168;2.8384279475982535;23;5570;4;92;;13;;;
;;;indicadoresmunicipais;trabalhoinfantil;;JD_RAIS_18_INDIGENA;3301009;;33;INDIGENA;;ME - RAIS;Remuneração de Empregados (CLT) por Raça  - INDIGENA;;Remuneração de Empregados (CLT) por Raça ;;Remuneração de Empregados (CLT) por Raça  - INDIGENA;931.8562352590039;1825.959792443109;;Campos dos Goytacazes/RJ;Rio de Janeiro;2017;2019;2017;0.051029976233051985;1.5767049796889934;400;5570;14;92;;2648.679905660377;2411.09;;3268.541828222882
;;;indicadoresmunicipais;trabalhoinfantil;6;06_04_02_03;3301009;;33;Anulado;;MEC - INEP;Trabalho Infantil - Prova Brasil (9 ano)- Trabalho Fora de Casa - Anulado;null;Prova Brasil (9 ano) - Trabalho Fora de Casa;(Quantidade);Trabalho Infantil - Prova Brasil (9 ano)- Trabalho Fora de Casa - Anulado;103.59262622593535;402.6703296703297;;Campos dos Goytacazes/RJ;Rio de Janeiro;2017;2017;2009;0.2358072937212144;3.67055099200393;42;5570;6;92;;1345;596849;;36643
;;;indicadoresmunicipais;trabalhoinfantil;6;06_01_05_06;3301009;;33;Total;;IBGE - Censo Demográfico;Proporção da população de 10 a 17 anos de idade ocupada como trabalhador doméstico, sobre o total da população de 10 a 17 anos de idade (Percentual) - Total;null;Crianças e Adolescentes Ocupados como trabalhadores domésticos, sobre o total da população de 10 a 17 anos;(Percentual);População de 10 a 17 anos ocupada como trabalhador doméstico, sobre o total da população de 10 a 17 anos - Total;8.737574123989214;8.32282608695652;;Campos dos Goytacazes/RJ;Rio de Janeiro;2010;2010;2010;0.012133775907668141;0.7705367637455927;3384;5565;61;92;;5.9;;;6.6
;;;indicadoresmunicipais;trabalhoinfantil;;JD_RAIS_30_INDIGENA;3301009;;33;INDIGENA;;ME - RAIS;Remuneração Média dos Trabalhadores por Raça - INDIGENA;;Remuneração Média dos Trabalhadores por Raça;;Remuneração Média dos Trabalhadores por Raça - INDIGENA;952.6539914547267;1810.1908334726143;;Campos dos Goytacazes/RJ;Rio de Janeiro;2018;2019;2017;0.051442063042410696;1.6390665041788397;406;5570;15;92;;2729.661308411215;2555.26745398732;;3319.373510736197
;;;indicadoresmunicipais;trabalhoinfantil;6;06_03_03_19;3301009;;33;;;ME - RAIS;% do Potencial de Cotas;null;Implementação do Potencial de Cotas;(Percentual);Aprendizagem - Implementação do Potencial de Cotas de Aprendiz;0.15731208333734686;0.3541427242126953;;Campos dos Goytacazes/RJ;Rio de Janeiro;2016;2016;2016;0.057590039673515434;1.3698162688355149;747;5570;37;92;;0.417195;;;
;;;indicadoresmunicipais;trabalhoinfantil;0;00_01_02_08;3301009;;33;Liberdade Sindical;Denúncias Recebidas;MPT - GAIA;Atuação do MPT - Denúncias Recebidas - Liberdade Sindical;null;Atuação do MPT;(Quantidade);Atuação do MPT - Denúncias Recebidas - Liberdade Sindical;7.352009744214373;18.275;;Campos dos Goytacazes/RJ;Rio de Janeiro;2013;2018;2012;0.4804506295559973;3.9671682626538987;37;5570;4;92;;29;6036;;731
;;;indicadoresmunicipais;trabalhoinfantil;;c5_CREAS_1;3301009;;33;;;Ministério da Cidadania;Crianças ou adolescentes até 15 anos em trabalho infantil com acompanhamento pelo PAEFI no CREAS;Crianças ou adolescentes em situação de trabalho infantil (até 15 anos) inseridas em acompanhamento do Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos (PAEFI) no Centro de Referência Especializado de Assistência Social (CREAS);Crianças ou adolescentes até 15 anos em trabalho infantil com acompanhamento pelo PAEFI no CREAS;Quantidade;Crianças ou adolescentes até 15 anos em trabalho infantil com acompanhamento pelo PAEFI no CREAS;0.8624775583482944;2.1956521739130435;;Campos dos Goytacazes/RJ;Rio de Janeiro;2020;2020;2020;0.4579517069109076;10.891089108910892;38;5570;2;92;;22;3298;;132
;;;indicadoresmunicipais;trabalhoinfantil;;06_05_02_00;3301009;;33;Acidente de Trabalho Grave;;MS - SINAN;Notificações Relacionadas ao Trabalho no SINAN - Acidente de Trabalho Grave;Notificações Relacionadas ao Trabalho no Sistema de Informação de Agravos de Notificação (SINAN) - Acidente de Trabalho Grave;Notificações Relacionadas ao Trabalho no SINAN;(quantidade);Notificações Relacionadas ao Trabalho no SINAN - Acidente de Trabalho Grave;35.28709288299156;21.43859649122807;;Campos dos Goytacazes/RJ;Rio de Janeiro;2015;2024;2007;0.1128089426725464;8.101472995090015;119;5570;2;92;;99;87759;;1222
;;;indicadoresmunicipais;trabalhoinfantil;;JD_RAIS_09_MENTAL;3301009;;33;MENTAL;;ME - RAIS;Remuneração dos Trabalhadores com Deficiëncia (PCD) no Mercado Formal por Tipo de Deficiëncia - MENTAL;;Remuneração dos Trabalhadores com Deficiëncia (PCD) no Mercado Formal por Tipo de Deficiëncia;;Remuneração dos Trabalhadores com Deficiëncia (PCD) no Mercado Formal por Tipo de Deficiëncia - MENTAL;410.08921268416395;785.1895479850451;;Campos dos Goytacazes/RJ;Rio de Janeiro;2019;2019;2017;0.05988037814196533;1.8934582676496152;768;5570;16;92;;1367.78575;1550.48006205486;;1511.347442153976
;;;indicadoresmunicipais;trabalhoinfantil;;CEMPRE_00_17;3301009;;33;Educação;;IBGE - CEMPRE;Empresas e outras organizações, por seção da classificação de atividades (CNAE 2.0) - Educação;Empresas e outras organizações, por seção da classificação de atividades (CNAE 2.0) - Educação;Empresas e Organizações por setor;(Quantidade);Empresas e outras organizações, por seção da classificação de atividades (CNAE 2.0) - Educação;34.32704031465094;176.45652173913044;;Campos dos Goytacazes/RJ;Rio de Janeiro;2018;2018;2018;0.3225381402783109;3.4680300603671306;43;5570;5;92;;563;174553;;16234
;;;indicadoresmunicipais;trabalhoinfantil;;CEMPRE_00_23;3301009;;33;;;IBGE - CEMPRE;Massa de salários e outras remunerações (Mil Reais) - 2018;Massa de salários e outras remunerações (Mil Reais) - 2018;Massa de salários e outras remunerações;(Mil Reais);Massa de salários e outras remunerações (Mil Reais) - 2018;315006.63357271097;1905274.4130434783;;Campos dos Goytacazes/RJ;Rio de Janeiro;2018;2018;2018;0.15099861545818438;1.5114803216238748;79;5570;6;92;;2649402;1754586913;;175285250
;;;indicadoresmunicipais;trabalhoinfantil;;MIGRA_ATIVOS_CONTRATADOS;3301009;;33;Ásia;;Relação Anual de Informações Sociais (RAIS;;Contratação de Migrantes de Outras Nacionalidades no Mercado de Trabalho Formal Brasileiro;;;;11.802272727272728;22.21951219512195;;Campos dos Goytacazes/RJ;Rio de Janeiro;2011;2019;2000;0.09628345850182939;0.5488474204171241;112;5565;17;92;;5;4917;Até 10;879
;;;indicadoresmunicipais;trabalhoinfantil;1;01_16_08_00;3301009;;33;;;IBGE - PIB dos Municípios;Impostos, líquidos de subsídios, sobre produtos, a preços correntes (R$ 1.000);null;Impostos, líquidos de subsídios, sobre produtos, a preços correntes;(em R$ x 1.000);Impostos, líquidos de subsídios, sobre produtos, a preços correntes;104763.1626265947;765718.4063478265;;Campos dos Goytacazes/RJ;Rio de Janeiro;2010;2016;2002;0.13871879239467425;1.148027138412879;108;5565;12;92;;808740.27;;;
;;;indicadoresmunicipais;trabalhoinfantil;6;06_01_03_53;3301009;;33;18 anos ou mais;;ME - RAIS;Aprendizes com deficiência com 18 anos ou mais;null;Aprendizes com deficiência;(Quantidade);Aprendizes com deficiência com 18 anos ou mais;7.735849056603773;10.380952380952381;;Campos dos Goytacazes/RJ;Rio de Janeiro;2013;2017;2012;0;0;223;5570;16;92;;0;;;218
;;;indicadoresmunicipais;trabalhoinfantil;1;01_16_12_00;3301009;;33;;;IBGE - PIB dos Municípios 2016;Atividade com terceiro maior valor adicionado bruto;null;Valor Adicionado Bruto - 3a Posição;(setores);Atividade com terceiro maior Valor Adicionado Bruto;;;;Campos dos Goytacazes/RJ;Rio de Janeiro;2016;2016;2010;;;1;5570;1;92;;;;;
;;;indicadoresmunicipais;trabalhoinfantil;2;02_01_07_00;3301009;;33;Urbano;;IBGE - Censo Demográfico;Taxa de participação da População de 16 a 64 anos de idade (Percentual) - Urbano;null;Participação da população de 16 a 64 anos;(Taxa);Participação da População de 16 a 64 anos - Urbano;68.11202156334232;69.14565217391304;;Campos dos Goytacazes/RJ;Rio de Janeiro;2010;2010;2010;0.01733310750167395;1.0327915238783916;3583;5565;76;92;;65.7;;;68.7
;;;indicadoresmunicipais;trabalhoinfantil;10;10_13_02_03;3301009;;33;Auxílio-doença por acidente do trabalho (B91);;INSS - SUB/Concessão e RAIS (vínculos CLT);Benefícios em relação ao número de expostos (Morbidade) - Auxílio-doença por acidente do trabalho (B91);null;Prevalência de Afastamentos;(Taxa);Prevalência de Afastamentos por Auxílio-doença por acidente do trabalho (B91);0.02686067593808291;0.008496679147871989;;Campos dos Goytacazes/RJ;Rio de Janeiro;2004;2020;2000;0.007418123212390525;1.046629276719318;2324;5565;26;92;;0.0081814432989691;0.0071772244251162;;0.0042962266137579
;;;indicadoresmunicipais;trabalhoinfantil;10;10_08_02_08;3301009;;33;Idosos;;MDS - Matriz de Informação Social;Valor Mensal Repassado do BPC - Idosos;null;Valor Mensal Repassado do BPC;(R$);Valor Mensal Repassado do BPC - Idosos;332970.74395330803;1945326.4114131052;;Campos dos Goytacazes/RJ;Rio de Janeiro;201702;201809;201401;0.21228731435024326;2.1999104561256653;66;5570;10;92;;3937180.4000015;;;
;;;indicadoresmunicipais;trabalhoinfantil;;AEAT_R_AT_DE2002A2023_TIPO;3301009;;33;Sem Comunicação;;Anuário Estatístico de Acidentes do Trabalho (Previdência Social);Acidentes de Trabalho Registrados (por tipo);Acidentes de Trabalho Registrados (por tipo);Acidentes de Trabalho Registrados (por tipo);(quantidade);Acidentes de Trabalho Registrados (por tipo);12.46128916096507;41.77173913043478;;Campos dos Goytacazes/RJ;Rio de Janeiro;2021;2023;2002;0.1950585175552666;3.51288056206089;133;5570;9;92;;135;69210;;3843
;;;indicadoresmunicipais;trabalhoinfantil;;10_11_01_04;3301009;;33;Aposentadoria por invalidez por acidente do trabalho (B92);;Instituto Nacional do Seguro Social (INSS);Despesa Previdenciária - Aposentadoria por invalidez por acidente do trabalho (B92);Despesa Previdenciária - Aposentadoria por invalidez por acidente do trabalho (B92);Despesa Previdenciária - B92;(Valor em R$);Despesa Previdenciária - Aposentadoria por invalidez por acidente do trabalho (B92);561103.2043644303;2898791.5905434787;;Campos dos Goytacazes/RJ;Rio de Janeiro;2013;2021;2012;0.21566972084293756;2.4952313869219758;72;5570;9;92;;6654503.3;3085964145.18;;266688826.33
;;;indicadoresmunicipais;trabalhoinfantil;;06_05_02_00;3301009;;33;Acidente de Trabalho Grave;;MS - SINAN;Notificações Relacionadas ao Trabalho no SINAN - Acidente de Trabalho Grave;Notificações Relacionadas ao Trabalho no Sistema de Informação de Agravos de Notificação (SINAN) - Acidente de Trabalho Grave;Notificações Relacionadas ao Trabalho no SINAN;(quantidade);Notificações Relacionadas ao Trabalho no SINAN - Acidente de Trabalho Grave;30.36;21.528301886792452;;Campos dos Goytacazes/RJ;Rio de Janeiro;2017;2024;2007;0.10649978041282389;8.501314636283961;133;5570;4;92;;97;91080;;1141
;;;indicadoresmunicipais;trabalhoinfantil;10;10_08_02_01;3301009;;33;Total;;MDS - Matriz de Informação Social;Número de beneficiários do BPC;null;Benefícios de Pestação Continuada - BPC;(Quantidade);Beneficiários do Benefício de Pestação Continuada - BPC - Total;787.2897666068222;3404.6739130434785;;Campos dos Goytacazes/RJ;Rio de Janeiro;201610;201809;201401;0.19755067267110035;2.7656993263735914;62;5570;7;92;;8663;;;
;;;indicadoresmunicipais;trabalhoinfantil;;CEMPRE_00_21;3301009;;33;Serviços domésticos;;IBGE - CEMPRE;Empresas e outras organizações, por seção da classificação de atividades (CNAE 2.0) - Serviços domésticos;Empresas e outras organizações, por seção da classificação de atividades (CNAE 2.0) - Serviços domésticos;Empresas e Organizações por setor;(Quantidade);Empresas e outras organizações, por seção da classificação de atividades (CNAE 2.0) - Serviços domésticos;;;;Campos dos Goytacazes/RJ;Rio de Janeiro;2018;2018;2018;;;1;5570;1;92;;;;;
;;;indicadoresmunicipais;trabalhoinfantil;7;02_11_03_00;3301009;;33;Saldo;;MT - CAGED;Saldo (Admitidos - Desligados);null;Vínculos de Emprego Formal Celetista;(Admitidos - Desligados);Vínculos de Emprego Formal Celetista - Saldo;281.1567324955117;1827.75;;Campos dos Goytacazes/RJ;Rio de Janeiro;2011;2018;2004;0.22400406629958436;2.0861953102234274;75;5565;9;92;;3508;1566043;;168153
;;;indicadoresmunicipais;trabalhoinfantil;10;10_08_02_07;3301009;;33;Pessoas com Deficiência;;MDS - Matriz de Informação Social;Valor Mensal Repassado do BPC - Pessoas com Deficiência (PCD);null;Valor Mensal Repassado do BPC;(R$);Valor Mensal Repassado do BPC - Pessoas com Deficiência (PCD);1691461.4891536396;5177515.649238628;;Campos dos Goytacazes/RJ;Rio de Janeiro;201406;201809;201401;0.17160671212146236;3.391191429470787;63;5570;5;92;;16153310.959997;;;
;;;indicadoresmunicipais;trabalhoinfantil;6;06_01_02_09;3301009;;33;14 a 15 anos;;IBGE - Censo Demográfico;Proporção do número de aprendizes sobre a população ocupada de 14 a 15 anos (Percentual);null;Aprendizes em relação à população ocupada;(Percentual);Evolução % (2012/2010) - Aprendizes na população ocupada de 14 a 15 anos;18.992175394065754;34.57888771344613;;Campos dos Goytacazes/RJ;Rio de Janeiro;2012-2010;2012-2010;2012-2010;0.1486807571671573;4.939645682985144;170;5570;10;92;;157.14285714286;;;30.570652173913
;;;indicadoresmunicipais;trabalhoinfantil;9;09_01_04_00;3301009;;33;Doença Com CAT;;INSS - 2000-2017 (AEAT);Quantidade de Comunicações de Acidente de Trabalho - Doença Com CAT;null;Notificações de Acidentes de Trabalho (CAT);(Quantidade);Notificações de Acidentes de Trabalho (CAT) - Doença Com CAT;4.044657385644549;33.27173913043478;;Campos dos Goytacazes/RJ;Rio de Janeiro;2007;2017;2002;0.28161459031782216;2.0581509310682784;65;5565;6;92;;63;22374;;3061
;;;indicadoresmunicipais;trabalhoinfantil;9;09_01_02_99;3301009;;33;Acidente Típico Com CAT emitido;;2000-2018 (CATWEB);Notificações de Acidente de Trabalho - Acidente Típico Com CAT emitido (SPAI);null;Notificações de Acidentes de Trabalho (CAT);(Quantidade);Notificações de Acidentes de Trabalho (CAT) - Acidente Típico Com CAT emitido (SPAI);76.33653323673248;366.35869565217394;;Campos dos Goytacazes/RJ;Rio de Janeiro;2014;2018;2000;0.17510807822443256;2.1895861148197597;100;5570;8;92;;738;422198;;33705
