agravo;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;total
Acid Trab Exposicao Material Biologico;0;0;0;0;0;0;0;0;0
Acidente de Trabalho Grave;0;0;0;0;0;0;0;0;0
Acidente por Animais Peconhentos;0;0;0;0;0;0;0;0;0
Cancer Relacionado ao Trabalho;0;0;0;0;0;0;0;0;0
Dermatose Relacionada ao Trabalho;0;0;0;0;0;0;0;0;0
LER/DORT;0;0;0;0;0;0;0;0;0
PAIR Relacionado ao Trabalho;0;0;0;0;0;0;0;0;0
Pneumoconiose Relacionada ao Trabalho;0;0;0;0;0;0;0;0;0
Transtorno Mental Relacionado ao Trabalho;0;0;0;0;0;0;0;0;0
