outras_ocupacoes_total;outras_ocupacoes_em_cnae_saude;nao_classificados_total;nao_classificados_em_cnae_saude;saude_principal_fora_cnae_saude;saude_principal_pct_em_cnae_saude
3712;427;184;35;53;95.4
